miRseqMature	TCGA-44-6146-01A-11H-A279-13	TCGA-44-6147-01A-11H-A279-13	TCGA-44-6775-01A-11H-A279-13	TCGA-A6-5656-01A-21H-A279-13	TCGA-A6-6650-01A-11H-A279-13	TCGA-A6-6780-01A-11H-A279-13	TCGA-A6-6781-01A-22H-A279-13	TCGA-A7-A0DB-01A-11R-A27D-13	TCGA-A7-A13D-01A-13R-A27D-13	TCGA-A7-A13E-01A-11R-A27D-13	TCGA-A7-A26E-01A-11R-A27D-13	TCGA-A7-A26J-01A-11R-A27D-13	TCGA-B2-3923-01A-02R-A27D-13	TCGA-B2-3924-01A-02R-A27D-13	TCGA-B2-5633-01A-01R-A27D-13	TCGA-B2-5635-01A-01R-A27D-13	TCGA-BK-A0CA-01A-21R-A27D-13	TCGA-BK-A0CC-01A-21R-A27D-13	TCGA-BK-A139-01A-11R-A27D-13	TCGA-BK-A26L-01A-11R-A27D-13	TCGA-BL-A0C8-01A-11R-A27D-13	TCGA-BL-A13I-01A-11R-A27D-13	TCGA-BL-A13J-01A-11R-A27D-13
hsa-miR-18a-3p|MIMAT0002891	1.58496250072116	2.58496250072116	2	5.95419631038687	5.39231742277876	4.16992500144231	3.32192809488736	1.58496250072116	4.4594316186373	4.95419631038687	1.58496250072116	2.8073549220576	NA	3	3	2.8073549220576	4.90689059560852	6.79441586635011	2.58496250072116	5.35755200461808	2.32192809488736	3.8073549220576	3
hsa-miR-19a-5p|MIMAT0004490	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	NA
hsa-miR-19a-3p|MIMAT0000073	4.39231742277876	6.84549005094437	7.4262647547021	5.39231742277876	8.88264304936184	7.67948009950545	6.7279204545632	6.37503943134692	7.39231742277876	7.21916852046216	6.4262647547021	7.02236781302845	5.24792751344359	7.65105169117893	6.20945336562895	6.76818432477693	8.59618975614441	9.60362634498619	7.24792751344359	8.58120058192496	6.49185309632967	7.21916852046216	7.3037807481771
hsa-miR-19b-1-5p|MIMAT0004491	3.90689059560852	5.61470984411521	6.7279204545632	4.58496250072116	7.56224242422107	6.2667865406949	5.8073549220576	5.04439411935845	5.75488750216347	6.84549005094437	5.70043971814109	6.18982455888002	4.24792751344359	6.53915881110803	5.20945336562895	5.35755200461808	7.08746284125034	7.76818432477693	5.28540221886225	6.96578428466209	5.58496250072116	4.70043971814109	4.70043971814109
hsa-miR-19b-3p|MIMAT0000074	7.02236781302845	9.5274770060604	9.85174904141606	8.52356195605701	10.8986013874039	9.65999589242998	9.12153351734003	9	9.36850646150769	10.1163439612375	8.55074678538324	9.31061278165953	7.93073733756289	9.52552080909507	7.93663793900257	8.74483383749955	10.5333297323058	11.6537407787066	8.9915218460757	10.3750394313469	8.82017896241519	8.86418614465428	9.57364718749332
hsa-miR-19b-2-5p|MIMAT0004492	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-20a-5p|MIMAT0000075	9.25502856981873	11.5117526537674	11.8997345423575	10.8556471660273	13.6554189166658	11.8332854355845	11.2076244682268	10.4807902010958	10.9498267107591	12.0080784108683	10.8089641749193	11.7334390828994	10.1267044728432	12.3561768305164	10.9600019320681	11.4670960339057	12.6304946615056	13.455070307288	11.0084286220706	12.515699838284	11.1085244567782	10.3185428097027	11.0389189892923
hsa-miR-20a-3p|MIMAT0004493	1	4.24792751344359	4.16992500144231	3.70043971814109	6.79441586635011	5.28540221886225	4.4594316186373	4.08746284125034	5.28540221886225	6.14974711950468	4.39231742277876	4.85798099512757	3.4594316186373	5.4594316186373	3.8073549220576	4.85798099512757	5.90689059560852	7.64385618977472	4.24792751344359	5.78135971352466	4.70043971814109	4.24792751344359	4.85798099512757
hsa-miR-21-5p|MIMAT0000076	18.6359589650098	20.837751108842	22.1325568368504	17.4707859557643	19.2951030084112	19.4289019486095	20.0404837135589	20.9227731123123	20.5435189920451	20.2019838856521	21.7099622026046	21.7145863764931	17.1108910696451	21.8433433553949	20.5115384106163	21.8018046490301	20.6174943692167	20.269194039028	19.4516538353422	20.0433797948516	18.533093948731	19.1918255198528	20.735433722823
hsa-miR-21-3p|MIMAT0004494	12.6218229473942	13.8668925276766	14.399010832952	11.9589151560913	14.6806342336162	14.4531419999736	13.9511025450013	13.2619479837585	13.9856640790187	13.4976023867835	14.8131799430146	15.2053732675105	9.51569983828404	13.7475636302551	13.4313670140755	13.6772791913122	13.7798219322021	15.4467925393476	13.5646258627954	12.6686634231753	13.2424298275577	14.816233690793	13.5882461520448
hsa-miR-22-5p|MIMAT0004495	6.70043971814109	7.59991284218713	8.10328780841202	5.70043971814109	5.58496250072116	6.14974711950468	7.33091687811462	8.33539035469392	7.53138146051631	7.72109918870719	7.51569983828404	7.4178525148859	6.85798099512757	6.8073549220576	5.85798099512757	6.4594316186373	6.5077946401987	7.64385618977472	6.71424551766612	6.20945336562895	6.39231742277876	6.98868468677217	7.8703647195834
hsa-miR-22-3p|MIMAT0000077	18.8887937775322	19.1180767334251	19.5848194040592	16.9019510626412	17.4408042967711	17.3897741633014	18.6740301600221	19.7171140993461	18.8675140369796	18.6869347530873	20.17539726397	19.625482334147	19.3644595805475	19.5887786742462	19.0764346268396	20.0247460492818	17.9328029880233	18.4763427624081	18.0767790700213	17.6890083445605	18.5924278373482	17.9297554054474	19.1079270897174
hsa-miR-23a-5p|MIMAT0004496	5.28540221886225	3.4594316186373	3.32192809488736	5.97727992349992	6.58496250072116	2	4.58496250072116	3.16992500144231	3.70043971814109	6.76818432477693	3	3.70043971814109	1	4	4	4.58496250072116	3.90689059560852	8.14465824283188	3.4594316186373	3.32192809488736	3.58496250072116	4.85798099512757	2.58496250072116
hsa-miR-23a-3p|MIMAT0000078	13.2106713437856	14.3892279950407	15.3511462917333	13.7244072671023	13.7652860987237	13.1619191654272	14.2105952502683	14.5056254997496	14.5918729265508	16.7562696313698	14.9979292193021	14.582259613445	12.9349808326538	14.7645087985266	14.3438796858499	15.3890262806357	14.994309235966	15.1330619176995	13.5672431052794	14.2717548056465	12.8261512148002	14.4972905134083	14.6584346546976
hsa-miR-24-1-5p|MIMAT0000079	6.24792751344359	7.22881869049588	7.56985560833095	4.70043971814109	5.12928301694497	2.32192809488736	6.8703647195834	6.90689059560852	6.49185309632967	5.70043971814109	6.37503943134692	5.64385618977472	6.02236781302845	6.83289001416474	5.49185309632967	7.02236781302845	7.4178525148859	5.85798099512757	4.39231742277876	5.4594316186373	5.52356195605701	5.12928301694497	7.13955135239879
hsa-miR-24-3p|MIMAT0000080	11.9939997917925	13.8410728828848	13.8436266737928	12.2934716488381	12.1085244567782	10.6856248397264	12.6657800283295	13.0534168447575	13.5203731363397	15.3042443563219	13.1124395067816	12.5415806599912	10.9908130791536	13.3141583598533	12.7123120417803	13.7490313820402	13.2755425560867	14.1964484439621	12.471675214392	12.4481163054095	11.7640422173066	12.0778171208959	13.6653359171852
hsa-miR-24-2-5p|MIMAT0004497	5.61470984411521	7.7279204545632	8.2807707701306	6.83289001416474	6.3037807481771	5.35755200461808	6.84549005094437	7.54689445988764	7.94836723158468	10.0967151544885	7.78790255939143	7.40087943628218	4.75488750216347	7.03342300153745	6.7279204545632	7.36632221424582	7	8.92184093707449	7.27612440527424	6.39231742277876	6.4262647547021	6.62935662007961	8.01680828768655
hsa-miR-25-5p|MIMAT0004498	NA	0	1	2	0	0	NA	1.58496250072116	2	0	NA	0	NA	0	1.58496250072116	1	1	2	1	2.32192809488736	1	2	NA
hsa-miR-25-3p|MIMAT0000081	14.7074130595658	16.2941181302335	15.5658755935473	15.164985468475	16.0668670199814	14.6815129545941	15.0263937601238	15.4814210529319	16.6788339309363	15.6991115066932	16.5263464031768	16.0293303691175	14.3483823749132	16.4792592388433	15.8064741020529	15.5957528273907	16.0838740199639	16.2809157281856	15.8009504418825	15.0031665066652	15.5815536788162	14.6815129545941	15.2352289296214
hsa-miR-26a-5p|MIMAT0000082	12.9679467058127	14.095726668639	13.7736543629619	11.6631133084558	11.8360503550581	10.5313814605163	12.2243032093734	13.5579422867874	12.486080802652	13.1237980912519	14.0459302632916	14.3288852582783	12.714674827308	14.3527331494979	12.6137894644726	14.1760172747579	13.455070307288	13.1027958967038	11.4283601727043	11.8360503550581	11.4162697445232	10.7565563225241	12.5464121951194
hsa-miR-26a-1-3p|MIMAT0004499	2.58496250072116	1.58496250072116	3.4594316186373	1.58496250072116	4.08746284125034	2.32192809488736	2	3.4594316186373	2	2.32192809488736	3.16992500144231	3	3.90689059560852	2.32192809488736	3	3.70043971814109	3.32192809488736	3	2	1	2.58496250072116	2.58496250072116	1.58496250072116
hsa-miR-26b-5p|MIMAT0000083	9.91288933622996	11.5454471816781	11.2094533656289	8.62205181945638	9.53332973230583	9.32418054661874	10.6284455401372	12.0157634873699	11.3230547603416	11.1686721181322	12.344850683943	11.4450148458684	9.97154355395077	12.1254134704833	10.429406741514	12.2697111211428	11.3739526553702	11.9266666293473	10.2957689344205	9.55842071326866	10.2191685204622	10.0251395622785	10.880348808156
hsa-miR-26b-3p|MIMAT0004500	7.31288295528436	7.40087943628218	7.06608919045777	6.33985000288462	6.65821148275179	6.18982455888002	7.15987133677839	8.13955135239879	6.8073549220576	7.34872815423108	8.32192809488736	7.75488750216347	6.24792751344359	7.74819284958946	7.61470984411521	8.14974711950468	7.35755200461808	7.56985560833095	6.22881869049588	6.62935662007961	7.05528243550119	6.94251450533924	7.15987133677839
hsa-miR-27a-5p|MIMAT0004501	5.93073733756289	6.39231742277876	5.08746284125034	6.53915881110803	8.25738784269265	5.97727992349992	5.78135971352466	4.8073549220576	5.52356195605701	7.56224242422107	6.6724253419715	5.85798099512757	3.32192809488736	6.55458885167764	4.95419631038687	6.14974711950468	5.90689059560852	9.66533591718518	5.16992500144231	4.8073549220576	5.04439411935845	6.78135971352466	5.20945336562895
hsa-miR-27a-3p|MIMAT0000084	10.2842457498297	12.7168194613299	13.7055243971641	11	11.7287708495427	11.2761244052742	12.6626683755175	12.9036935903642	13.6098712871788	15.5379463603762	13.2689805316498	13.1377916753552	11.1350679457778	13.2825093062408	12.2804808103184	13.6218229473942	13.1127652818853	13.960997424718	12.5188989927773	12.01471792986	11.4938554492408	12.1192653831758	13.3546626234741
hsa-miR-28-5p|MIMAT0000085	8.93957921431469	10.1085244567782	10.0098286173681	8.66888498426625	8.64385618977473	7.20945336562895	8.63299519714296	8.96289600533726	9.37286506011259	8.87344411251538	9.96578428466209	9.26912667914942	7.7279204545632	10.1736771363034	8.90388184573618	10.2252074369435	9.14210705730255	9.13699111208023	8.64385618977473	8.66888498426625	8.3037807481771	8.11894107272351	9.31741261376487
hsa-miR-28-3p|MIMAT0004502	15.3186487201926	15.5695886375914	15.3446773393502	15.210214722468	14.9894832019285	13.5590185233468	14.8105716347411	14.4534635635637	15.177847735595	14.3171299263845	16.0197644528497	14.8573006848798	13.5154534553886	15.0733466240049	14.917418701495	15.0306240340543	14.329165651854	14.6645028401265	14.3161400841221	13.7352386807184	14.7163371965617	13.7176764230664	14.860650541106
hsa-miR-29a-5p|MIMAT0004503	4.32192809488736	5.7279204545632	6	3.90689059560852	6.82017896241519	5.7279204545632	5.12928301694497	6.18982455888002	5.39231742277876	5.75488750216347	5.88264304936184	5.49185309632967	6.59991284218713	5.93073733756289	5.08746284125034	6.20945336562895	5.32192809488736	5.16992500144231	4.39231742277876	4.52356195605701	3.16992500144231	4.70043971814109	5.24792751344359
hsa-miR-29a-3p|MIMAT0000086	14.233919208587	15.4044430871823	15.141787841671	14.3472061049411	14.9849079378691	14.1948337879	13.7355560239115	15.078984687326	14.7905012302368	14.4977271172587	14.9094243566985	14.1982915550922	15.977525897778	15.9444604275219	13.8841705191084	15.7485859723607	13.8154833683028	13.0734721539765	13.0867996856235	13.4554556596584	12.4267888945956	13.0596824472476	14.5424273475264
hsa-miR-30a-5p|MIMAT0000087	17.8363709402571	17.0660471336694	16.3875461792702	13.0794847838268	14.4138262330781	11.5961897561444	13.9108300812966	16.1355690172678	18.1464592921455	18.6385525795414	19.1375115287384	18.7094136922139	19.3880992925563	20.5145224026579	19.7573655917965	21.254891941007	17.279302248935	20.9030757048241	14.8476446430833	17.1008368347682	15.7563478255166	14.5014640258605	15.4562260557469
hsa-miR-30a-3p|MIMAT0000088	15.3474829606397	14.4492776359465	14.0843931879164	11.2732128098543	12.0402897210257	9.35535109642481	11.72366094441	13.9939113669792	16.0121225458956	16.4218347263029	17.1340452199875	16.0880014308332	17.8310969014272	18.3584237016484	17.6916344842892	18.836284635865	14.9426977628868	18.5854503903228	12.8770923750274	15.4143549106676	13.7264310561142	12.9298131846641	13.3935245306787
hsa-miR-31-5p|MIMAT0000089	7.16992500144231	4.08746284125034	6.93073733756289	NA	1	3	5.85798099512757	4.4594316186373	4.39231742277876	1	5.12928301694497	3.90689059560852	6.06608919045777	2	5.24792751344359	7.24792751344359	1.58496250072116	5.70043971814109	2.58496250072116	7.33985000288462	6.4093909361377	1	9.4093909361377
hsa-miR-31-3p|MIMAT0004504	5.78135971352466	2.58496250072116	7.34872815423108	0	1.58496250072116	4.39231742277876	6.22881869049588	3.90689059560852	4.75488750216347	1	3.8073549220576	3.90689059560852	5.70043971814109	3	4.58496250072116	6.18982455888002	2.8073549220576	6.32192809488736	2	7.96000193206808	5.28540221886225	2	9.46147944728616
hsa-miR-32-5p|MIMAT0000090	5.04439411935845	6.4757334309664	6.75488750216347	3.32192809488736	5.6724253419715	5.4262647547021	4.32192809488736	6.2667865406949	6.8073549220576	6.58496250072116	6.78135971352466	7.45121111183233	5.75488750216347	7.71424551766612	5.8073549220576	7.51569983828404	7.84549005094437	7.90689059560852	6.44294349584873	6.24792751344359	5.52356195605701	6.18982455888002	6.3037807481771
hsa-miR-32-3p|MIMAT0004505	NA	2.32192809488736	2.32192809488736	NA	2.32192809488736	2.58496250072116	0	3.16992500144231	1	2.32192809488736	2.8073549220576	3.8073549220576	1	2.32192809488736	0	1.58496250072116	4.24792751344359	4.08746284125034	2.58496250072116	2.32192809488736	0	2.58496250072116	2.32192809488736
hsa-miR-33a-5p|MIMAT0000091	3.32192809488736	5.58496250072116	7.56224242422107	3.58496250072116	7.57742882803575	7.01122725542325	5.88264304936184	5.4262647547021	6.83289001416474	7.4093909361377	5.24792751344359	6.22881869049588	8.21916852046216	5.7279204545632	4.08746284125034	4.08746284125034	7.53915881110803	7.03342300153745	7.17990909001493	6.14974711950468	7.17990909001493	7.49984588708321	7.02236781302845
hsa-miR-33a-3p|MIMAT0004506	0	2.58496250072116	3.4594316186373	0	3.16992500144231	2.32192809488736	2.58496250072116	2.8073549220576	3	4	3.16992500144231	3	3	2.32192809488736	2.8073549220576	2	4.52356195605701	4.24792751344359	1	3.32192809488736	3.58496250072116	3.58496250072116	2
hsa-miR-92a-1-5p|MIMAT0004507	3.8073549220576	3.58496250072116	3.32192809488736	5.88264304936184	3.90689059560852	3.90689059560852	3.8073549220576	1.58496250072116	2	4.4594316186373	3.8073549220576	4.24792751344359	1.58496250072116	4.24792751344359	2	3	4.58496250072116	6.62935662007961	2.58496250072116	4.75488750216347	3.4594316186373	4.64385618977472	2.58496250072116
hsa-miR-92a-3p|MIMAT0000092	15.1191032370626	16.4740069137458	16.3113403355852	18.3196368433482	18.1380467615591	16.4669208461518	16.4351819015386	15.3315817871215	16.1252116469668	16.9728676319059	15.8341500422802	16.1587477347769	15.4504380323957	16.2138067091311	15.6842829123713	15.6219087786725	16.8913209225333	18.24519521912	15.8990028149138	16.8789369934554	16.1847204059978	15.1972166931101	16.1284374400676
hsa-miR-92a-2-5p|MIMAT0004508	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA
hsa-miR-93-5p|MIMAT0000093	14.4459201271752	16.1884536253431	15.8604808079985	15.6570113417136	17.1031443514888	15.6387187232833	15.4689421745299	15.8380713163765	16.480032814584	16.502800732595	16.6614858556375	16.6747301986231	13.7784878612224	16.2326645038117	15.7615512324445	15.7916970834471	16.8585517222938	16.7376302571697	16.5001727729137	15.2899828367228	15.8610869059954	15.1662807912123	16.1297659813107
hsa-miR-93-3p|MIMAT0004509	5.4594316186373	6.94251450533924	6.37503943134692	7	7.36632221424582	6.4093909361377	6.12928301694497	6.58496250072116	7.20945336562895	7.79441586635011	6.6724253419715	6.56985560833095	4.08746284125034	6.20945336562895	6.37503943134692	6.4262647547021	7.53915881110803	7.70043971814109	6.74146698640115	6.62935662007961	6.24792751344359	6.65821148275179	6.89481776330794
hsa-miR-95-3p|MIMAT0000094	3.4594316186373	4.4594316186373	4.52356195605701	6.22881869049588	5.85798099512757	3.58496250072116	5.58496250072116	3.32192809488736	4.64385618977472	1	3.90689059560852	2	0	4.85798099512757	3	5	6.37503943134692	2.32192809488736	3.8073549220576	4.32192809488736	2	2	1
hsa-miR-96-5p|MIMAT0000095	5.49185309632967	7.24792751344359	6.4093909361377	4.4594316186373	6.71424551766612	5.6724253419715	5.83289001416474	8.76818432477693	8.18487534290828	8.70390357344466	8.81378119121704	7.70043971814109	8.04439411935845	2.8073549220576	3.16992500144231	3.8073549220576	7.74819284958946	8.02236781302845	6.20945336562895	7	7.44294349584873	4.32192809488736	8.44708322620965
hsa-miR-96-3p|MIMAT0004510	0	NA	NA	NA	0	0	NA	NA	NA	1	0	0	NA	NA	NA	0	1	NA	NA	0	0	1	1
hsa-miR-98-5p|MIMAT0000096	6.97727992349992	9.35314682549808	9.283088353024	5.95419631038687	7.93073733756289	6.75488750216347	7.08746284125034	8.07681559705083	8.9915218460757	8.70390357344466	9.18487534290828	9.06877827798541	6.61470984411521	9.96722625883599	8.79766152585376	9.69870466677034	9.27844945822048	7.07681559705083	9	7.66533591718518	7.27612440527424	7.4757334309664	8.26209484537018
