miRseqMature	TCGA-RZ-AB0B-01A-11R-A40B-13	TCGA-V3-A9ZX-01A-11R-A40B-13	TCGA-V3-A9ZY-01A-11R-A40B-13	TCGA-V4-A9E5-01A-11R-A40B-13	TCGA-V4-A9E7-01A-11R-A40B-13	TCGA-V4-A9E8-01A-11R-A40B-13	TCGA-V4-A9E9-01A-11R-A40B-13	TCGA-V4-A9EA-01A-11R-A40B-13	TCGA-V4-A9EC-01A-11R-A40B-13	TCGA-V4-A9ED-01A-11R-A40B-13	TCGA-V4-A9EE-01A-11R-A40B-13	TCGA-V4-A9EF-01A-21R-A40B-13	TCGA-V4-A9EH-01A-11R-A40B-13	TCGA-V4-A9EI-01A-11R-A40B-13	TCGA-V4-A9EJ-01A-11R-A40B-13	TCGA-V4-A9EK-01A-11R-A40B-13	TCGA-V4-A9EL-01A-11R-A40B-13	TCGA-V4-A9EM-01A-11R-A40B-13	TCGA-V4-A9EO-01A-12R-A40B-13	TCGA-V4-A9EQ-01A-11R-A40B-13	TCGA-V4-A9ES-01A-11R-A40B-13	TCGA-V4-A9ET-01A-11R-A40B-13	TCGA-V4-A9EU-01A-11R-A40B-13	TCGA-V4-A9EV-01A-11R-A40B-13	TCGA-V4-A9EW-01A-11R-A40B-13	TCGA-V4-A9EX-01A-11R-A40B-13	TCGA-V4-A9EY-01A-11R-A40B-13	TCGA-V4-A9EZ-01A-11R-A40B-13	TCGA-V4-A9F0-01A-11R-A40B-13	TCGA-V4-A9F1-01A-11R-A40B-13	TCGA-V4-A9F2-01A-11R-A40B-13	TCGA-V4-A9F3-01A-11R-A40B-13	TCGA-V4-A9F4-01A-11R-A40B-13	TCGA-V4-A9F5-01A-11R-A40B-13	TCGA-V4-A9F7-01A-11R-A40B-13	TCGA-V4-A9F8-01A-11R-A40B-13	TCGA-VD-A8K7-01B-11R-A40B-13	TCGA-VD-A8K8-01A-11R-A40B-13	TCGA-VD-A8K9-01A-11R-A40B-13	TCGA-VD-A8KA-01B-11R-A40B-13	TCGA-VD-A8KB-01A-11R-A40B-13	TCGA-VD-A8KD-01A-11R-A40B-13	TCGA-VD-A8KE-01A-11R-A40B-13	TCGA-VD-A8KF-01A-11R-A40B-13	TCGA-VD-A8KG-01A-11R-A40B-13	TCGA-VD-A8KH-01A-11R-A40B-13	TCGA-VD-A8KI-01A-11R-A40B-13	TCGA-VD-A8KJ-01A-11R-A40B-13	TCGA-VD-A8KK-01A-11R-A40B-13	TCGA-VD-A8KL-01A-11R-A40B-13	TCGA-VD-A8KM-01A-11R-A40B-13	TCGA-VD-A8KN-01A-11R-A40B-13	TCGA-VD-A8KO-01A-11R-A40B-13	TCGA-VD-AA8M-01A-11R-A40B-13	TCGA-VD-AA8N-01A-11R-A40B-13	TCGA-VD-AA8O-01A-11R-A40B-13	TCGA-VD-AA8P-01A-11R-A40B-13	TCGA-VD-AA8Q-01A-11R-A40B-13	TCGA-VD-AA8R-01A-11R-A40B-13	TCGA-VD-AA8S-01B-11R-A40B-13	TCGA-VD-AA8T-01A-11R-A40B-13	TCGA-WC-A87T-01A-11R-A40B-13	TCGA-WC-A87U-01A-11R-A40B-13	TCGA-WC-A87W-01A-11R-A40B-13	TCGA-WC-A87Y-01A-11R-A40B-13	TCGA-WC-A880-01A-11R-A40B-13	TCGA-WC-A881-01A-12R-A40B-13	TCGA-WC-A882-01A-11R-A40B-13	TCGA-WC-A883-01A-12R-A40B-13	TCGA-WC-A884-01A-11R-A40B-13	TCGA-WC-A885-01A-11R-A40B-13	TCGA-WC-A888-01A-11R-A40B-13	TCGA-WC-A88A-01A-11R-A40B-13	TCGA-WC-AA9A-01A-11R-A40B-13	TCGA-WC-AA9E-01A-11R-A40B-13	TCGA-YZ-A980-01A-11R-A40B-13	TCGA-YZ-A982-01A-11R-A40B-13	TCGA-YZ-A983-01A-11R-A40B-13	TCGA-YZ-A984-01A-11R-A40B-13	TCGA-YZ-A985-01A-11R-A40B-13
hsa-let-7a-5p|MIMAT0000062	20.1150385685229	18.4137394784085	17.5992663546434	18.3088322766888	20.0997125067403	19.1764117990718	19.3646327017725	17.3103997696197	18.9374945148656	18.1862593531232	18.6495649405021	18.4525187664822	18.9039700819862	17.5255896266498	19.0506511230152	17.6834675613704	18.9765837007974	18.6087168540206	18.0821802339733	20.689324928373	19.2342303750103	18.9763991034952	18.5731589883454	19.9975226999782	18.5435227679281	18.4203509096851	18.3170327398032	18.4408488957868	18.3009110889461	18.1720270082981	18.7103187907412	19.7644974597999	19.0139032858254	18.2141435928525	19.6214742053062	19.4928643972539	18.7063442454237	18.3669027275428	20.497096533148	19.149511459804	18.8348567820594	18.9846326263282	19.5262298548768	18.0614661258911	17.802276535507	18.6193602768707	19.9350671872779	18.0139441652167	18.2347005067216	19.5424141218543	19.91122812104	19.0695363038774	17.1488538897431	19.7959587820711	19.1661606302822	18.2813822130599	18.6950413348634	18.8310412174295	17.4852947384477	19.2412802826747	18.6441696319402	19.1156787140972	17.376744358821	18.890320690577	19.9725198985906	19.2392838563019	18.0369891916757	18.4227546657831	20.1920929079792	19.1790562215267	18.9752462345848	18.3153884109963	18.9903810035049	17.9048403904702	18.015959445073	18.4503252570249	18.9238671414856	16.919654788415	18.4154116849974	18.0985975816279
hsa-let-7a-3p|MIMAT0004481	7.52356195605701	4.52356195605701	4.58496250072116	5.49185309632967	6.62935662007961	4.58496250072116	5.78135971352466	2.58496250072116	6.10852445677817	5.4262647547021	6.74146698640115	5.24792751344359	4.16992500144231	5.4262647547021	5.08746284125034	4.4594316186373	6.10852445677817	3.8073549220576	5.04439411935845	7.01122725542325	6.5077946401987	5.12928301694497	6.76818432477693	6.91886323727459	6.55458885167764	7	4.8073549220576	4.85798099512757	7.03342300153745	6.78135971352466	5.64385618977472	6.02236781302845	6.02236781302845	6.82017896241519	5.4594316186373	6.84549005094437	5.12928301694497	8.58496250072116	8.02236781302845	5.39231742277876	7.76818432477693	8.81378119121704	6.58496250072116	7.91886323727459	4.8073549220576	7.31288295528436	6.76818432477693	5.4594316186373	6.58496250072116	6.78135971352466	5.97727992349992	5.75488750216347	4.39231742277876	6.12928301694497	7.12928301694497	6.53915881110803	7.01122725542325	6.12928301694497	5.7279204545632	6.52356195605701	6.89481776330794	3.32192809488736	5.04439411935845	5.4262647547021	7.49984588708321	5.39231742277876	4.64385618977472	5.28540221886225	6.06608919045777	6.02236781302845	6	7.88874324889826	6.79441586635011	6.6724253419715	5.93073733756289	5.75488750216347	5.7279204545632	4.24792751344359	5.16992500144231	5.12928301694497
hsa-let-7a-2-3p|MIMAT0010195	2.8073549220576	2.8073549220576	1	1.58496250072116	0	1	2	0	2.32192809488736	3	3.16992500144231	1	2.58496250072116	1.58496250072116	3	2.32192809488736	1	2.32192809488736	2	NA	NA	3.32192809488736	1.58496250072116	1	4.58496250072116	0	0	NA	2.58496250072116	2.8073549220576	3.58496250072116	3	4.90689059560852	NA	2	1.58496250072116	5.04439411935845	0	3.58496250072116	3	3.4594316186373	2.58496250072116	3.4594316186373	2.8073549220576	1.58496250072116	4	1	3.8073549220576	1	1.58496250072116	3.4594316186373	3.32192809488736	3.58496250072116	2.8073549220576	2	1.58496250072116	3.32192809488736	3.4594316186373	4.08746284125034	4.24792751344359	1.58496250072116	1	4.39231742277876	4.4594316186373	4.58496250072116	1.58496250072116	1.58496250072116	2	3.16992500144231	4.16992500144231	3.70043971814109	3.4594316186373	0	NA	NA	4.52356195605701	0	NA	3.8073549220576	NA
hsa-let-7b-5p|MIMAT0000063	18.4487696688618	16.9467692338445	15.4238709471048	16.3698529031215	18.331612400551	18.376354354165	17.8618986783065	16.2636359903578	16.071965072954	16.8070907325179	17.8262319196291	17.680119109257	16.8484762381117	16.5734400928793	16.3430468813005	15.1628633376081	17.474125777018	16.895279423831	16.7734483225387	18.747330880667	16.1529779744132	17.5593397439366	16.9372358710575	18.1510066258811	17.0377828654151	17.2892714508413	15.7586656594277	15.8036014113346	17.300978097852	16.0841024768805	17.8518893128786	17.9118366753672	17.333513533173	16.8784102002396	16.3585996947716	18.2567062617241	16.1912327532728	16.8144447784866	17.5185532723828	16.7754559625691	16.6559219776487	17.9082108181094	15.9196315136969	16.2554527861098	15.4018461555019	16.4312690636806	18.158294103604	16.1074418660653	16.5769714221494	18.422339944259	18.2479923947026	17.4981947605214	14.5123701136702	16.804559610614	17.5318611621517	17.1141184969572	18.2490162053298	16.418280883199	15.1206023937142	16.0804636376054	17.3813232587234	15.1438216322665	14.4119081511366	17.3605813542295	17.8140942421114	16.2409589910065	17.1122765916393	16.3717766443379	18.421238916851	17.0164709869609	16.3989106608685	16.8943677980921	16.997124337736	17.0311088594918	15.4680193995189	17.5040896366337	17.746507760556	14.687977045558	17.2261675581673	17.175569042169
hsa-let-7b-3p|MIMAT0004482	7.58496250072116	5.24792751344359	4.52356195605701	5.04439411935845	6.78135971352466	6.10852445677817	6.04439411935845	4.58496250072116	5.75488750216347	5.85798099512757	7.5077946401987	5.8073549220576	5.70043971814109	5.83289001416474	4.8073549220576	4.16992500144231	6.32192809488736	5.75488750216347	5.52356195605701	7.4178525148859	6.4757334309664	6.74146698640115	7.23840473932508	8.35755200461808	7.18982455888002	6.6724253419715	3.32192809488736	4.24792751344359	6.93073733756289	6.33985000288462	7.25738784269265	8.02790599656988	7.14974711950468	7.29462074889163	4.85798099512757	6.61470984411521	5.95419631038687	7.60733031374961	6.28540221886225	6.3037807481771	6.4594316186373	8.41362792902417	5.16992500144231	7.21916852046216	3.8073549220576	6.33985000288462	6.4757334309664	4.58496250072116	5.61470984411521	6.10852445677817	7.19967234483636	6.74146698640115	4.24792751344359	5.24792751344359	7.08746284125034	7.29462074889163	7.4178525148859	5.64385618977472	4.32192809488736	4.95419631038687	6.61470984411521	3.90689059560852	3.70043971814109	6.49185309632967	7.99435343685886	4.4594316186373	7.19967234483636	4.39231742277876	7.53138146051631	5.39231742277876	4.39231742277876	6.82017896241519	5.97727992349992	7.16992500144231	5.6724253419715	6.39231742277876	5.61470984411521	3.32192809488736	5.88264304936184	5.70043971814109
hsa-let-7c-5p|MIMAT0000064	15.5433641723326	13.1401907031918	14.9458552969472	15.8702442973034	13.1318569606088	15.3932563717484	15.7787958332677	14.4090593964279	15.9041171304116	16.4660923977593	14.4582784363415	14.6229669447905	14.8530170875767	13.0889538278179	15.3066669587625	14.8551604760652	13.2841011259971	15.0997176426501	16.8537603271745	14.500966330283	13.7798219322021	15.5607209243006	13.3629026937047	14.2031950373813	15.2605152990245	14.4109812670438	15.8516514532237	14.71987006686	14.2642226604379	14.1674181458317	16.6455458581789	16.3351460696633	16.7187469099011	13.4922287492522	15.7985730535171	16.432068797361	15.7676672112401	12.1003338191265	17.0650900103664	15.8705092130525	15.9166492454681	14.272265274744	14.7476685192036	13.4607118521412	15.6695771434478	13.4248223873518	16.4334387388328	15.3145124388932	13.6596614836881	16.2124963851939	15.0922616248439	16.835692695197	14.0206327616577	16.6497473603008	13.7206717868256	12.1324997296285	15.6628074318017	16.1336840847749	15.3786335405722	16.4106666531676	16.3999954881477	16.0633108092571	14.9587339471429	16.4102525829844	16.4583905917474	15.1036156563945	14.9731143595509	15.6628352414502	14.266200912499	16.7997116537996	15.320553780679	13.6219373879639	13.2280670910827	11.2467405984931	15.5556376377252	15.6650027440862	15.9217944577484	12.8538943132476	16.3575863671814	16.0888710356431
hsa-let-7d-5p|MIMAT0000065	12.0894504811159	11.1260591160707	10.4696418172395	11.2900188469326	12.4578938373147	11.3858624006415	13.0143692422351	10.9277779620823	11.9844184588011	11.843921051289	11.2801907922169	11.410451351504	11.4008794362822	10.9643408677924	12.2401950539799	11.8368393597487	11.8929222236306	12.0887882387169	10.632995197143	12.3014961949825	11.8501868376458	12.0525680508042	11.6829945836817	12.4790223469952	11.6397928932793	11.6238814900135	11.2318211786574	10.6891244049133	11.3874788658424	11.7021726853655	11.3564519702218	11.8320988460391	12.1692986957928	10.8826430493618	11.8105716347411	11.3409627642517	12.1127652818853	11.4542992936199	12.8858869916975	11.5816713585781	12.2033480029798	11.4893462407191	11.5755392468345	10.8129794712515	11.2842457498297	11.9450779951078	12.2708792953288	11.9177450134432	11.929998062609	10.7813597135247	12.1705510353167	12.0573148777827	10.6626683755175	11.706064267335	11.3094763538411	11.4330637651221	11.4120405145517	11.270295326472	11.0491678723722	12.3384578431308	11.3652288492515	11.8427431807317	10.7903484967519	11.6064052126978	12.6947931549999	11.6197614632984	10.5497846679479	11.1686721181322	12.5823772356407	11.5220910688871	12.4650561678312	11.8045344029952	11.3264294871223	10.5802585674998	10.2336196767597	11.4988492065317	10.6348110501717	9.283088353024	11.1680452682241	11.3060616894283
hsa-let-7d-3p|MIMAT0004484	12.9153192176791	11.8707500033461	12.4530133544663	12.7148894342315	12.4863322527687	11.6934869574993	13.9571020415623	11.7270695580237	13.2258099406235	12.8211760562699	12.5588989811467	12.1554507313121	12.2656150464845	12.3233362892802	13.8087631164504	12.6908710092923	12.5340596564504	13.2678108183672	11.3459595964041	12.6537407787066	13.2504464701453	13.6537407787066	12.6087168540206	13.0652478216575	13.4800328145839	12.7364019313183	12.4325419003883	11.4614794472862	12.2324209271761	12.8227699744443	11.7598881832218	12.1389117181427	14.1636496760158	11.8509681509824	13.0804844570676	12.0834793273318	13.008253527096	12.4596877562395	14.0717975222842	12.8680508537452	14.0806510019498	12.515699838284	12.7762273885073	13.0759804624163	12.4731983836775	13.2349670805175	13.1246060069592	13.3730010543664	13.0882913573478	11.3241805466187	12.2179576978641	13.085970312194	11.8466656818997	12.7088683402117	12.5579422867874	12.5731737846865	13.1964484439621	12.1433832139898	13.5817890287418	14.0937476627857	12.0182001788132	13.2964860866155	12.6386621658597	12.7013064619586	13.1494295900567	13.1242828949666	12.2288186904959	12.2854022188622	12.7905521378054	12.4225904338926	13.9843294447619	12.8091652053719	12.4257404243162	11.8978454560055	11.5612879451648	12.0409745988173	11.8415643477306	11.7952279660287	12.1601865766007	12.0474647733184
hsa-let-7e-5p|MIMAT0000066	15.915155796364	13.7778717198332	13.0325623590011	13.0036935827378	14.6133290543711	14.4221962010602	14.509094560732	11.9516489859046	13.3253054550897	14.126301158692	14.8560363998192	13.7880045562836	14.377142732976	13.2404932238768	14.3218576490737	12.1620765703743	14.243843395769	15.111583996969	14.0387475562173	15.9960762162425	14.8977036747621	13.7081139334947	14.1521263653425	16.2032715222078	13.4917278569493	14.0961386200541	13.5095276074232	12.8043327261876	13.2381061374321	14.1753936088924	14.0812337576798	16.1370711884014	14.1115432457497	13.4546848519601	14.4592394855883	14.5274159150379	14.0045716151677	14.3880172853451	15.7767414433999	14.4667137786487	14.1003338191265	13.9705553143225	14.3250243101914	13.6603302236757	12.9674064043118	14.7495552174335	15.5528191703344	13.362080801331	13.9545598469998	14.192601049712	15.2768150465345	15.2968803684214	10.7304701371842	15.0150229624153	14.3009244909763	14.1310530964096	13.647233549977	14.588656083459	13.292321632802	13.2516303414115	14.0060630450001	15.1971782903672	12.943064208162	14.2735042339622	16.210271808037	12.9806751323224	13.023234556846	13.7617589788688	15.8106218390124	14.2248307443277	13.5689061545021	13.9504647689143	13.610563503925	12.7077904955288	12.2273150999055	14.1287193540971	13.5255208090951	11.2888660741658	14.0026392379595	13.5070513022479
hsa-let-7e-3p|MIMAT0004485	6.89481776330794	4.85798099512757	5	5.90689059560852	6.08746284125034	6.22881869049588	7.28540221886225	4.52356195605701	5.4262647547021	7.16992500144231	6.20945336562895	5.4262647547021	6.12928301694497	5.61470984411521	6.88264304936184	5.4262647547021	6.39231742277876	6.35755200461808	5.49185309632967	6.12928301694497	6.37503943134692	6.35755200461808	6.14974711950468	6.37503943134692	6	5.52356195605701	6.22881869049588	4	5.39231742277876	6.06608919045777	5.83289001416474	7.11894107272351	7	6.10852445677817	5.64385618977472	5.8073549220576	7.08746284125034	7.03342300153745	6.95419631038687	6.16992500144231	7.24792751344359	6.20945336562895	6.4093909361377	6.64385618977472	5.28540221886225	7.19967234483636	6.02236781302845	6.22881869049588	6.22881869049588	4.8073549220576	5.28540221886225	7.05528243550119	3.8073549220576	6.32192809488736	5.83289001416474	5.90689059560852	6.83289001416474	6.3037807481771	6.70043971814109	6.55458885167764	6.22881869049588	6.49185309632967	6.04439411935845	6.6724253419715	7.88264304936184	4.32192809488736	5.49185309632967	6.28540221886225	5.78135971352466	6.32192809488736	6.10852445677817	6.33985000288462	4.70043971814109	4.85798099512757	4.32192809488736	6.39231742277876	5.20945336562895	3.70043971814109	6.2667865406949	6.2667865406949
