hsa-miR-103a-3p,9.56588,9.53163,9.59191,9.58472,9.59663,10.3645,9.52954,9.56501,9.67672,9.94429,9.57843,10.0223,9.78296,9.49533,9.62314,9.61616,9.56379,9.58228,9.53923,9.58925,9.81158,9.60788,9.68546
hsa-miR-105-3p,3.90243,4.45903,4.74782,4.21373,3.90909,3.54279,4.15694,3.80625,3.71951,4.11401,4.13831,3.6024,3.7745,4.17076,4.32141,4.04116,3.77224,4.09008,3.85967,3.46693,3.42309,4.07165,3.49035
hsa-miR-105-5p,9.48068,9.5462,9.47799,9.37453,9.1346,9.00181,9.25987,9.45758,9.34275,9.32077,9.48683,9.20774,9.13298,9.60111,9.30547,9.41487,9.2651,9.4957,9.33545,9.33618,9.25474,9.51622,9.36523
hsa-miR-106b-3p,6.22861,6.28067,6.40588,6.19661,5.82315,7.29097,6.6176,6.47536,6.24985,6.27794,6.25357,7.16389,6.28684,6.35914,6.08725,6.17103,6.06951,6.32664,6.1038,5.54332,6.24804,6.44764,6.34785
hsa-miR-106b-5p,3.91676,4.13901,3.85944,4.28213,4.35243,5.38436,4.36663,4.07621,2.94005,4.34091,4.30725,5.0349,4.50116,3.76258,3.95673,4.05685,4.18395,3.96859,3.56173,3.78568,4.01695,4.02084,3.93654
hsa-miR-107,8.1049,7.94972,8.12403,8.0743,8.13327,9.05063,8.05255,8.0562,8.21056,8.36637,8.0206,8.57486,8.3505,8.01959,8.18123,8.23259,8.10703,8.18982,8.06345,8.17429,8.42146,8.11124,8.23181
hsa-miR-10a-3p,4.37349,4.48542,4.07075,4.61696,4.64052,4.36138,4.51851,4.06253,4.2646,5.6854,3.97093,4.20871,4.24953,3.61384,3.95733,3.87346,4.11783,4.49795,4.21897,4.85769,5.21558,4.34943,4.39658
hsa-miR-10a-5p,8.95094,9.15825,8.53049,9.08751,9.33125,9.0274,9.35487,9.22218,9.27345,10.037,9.07028,8.9324,8.93476,9.20036,9.02158,8.6341,9.26201,9.1288,9.27663,9.31333,9.80442,8.92615,9.40985
hsa-miR-10b-3p,2.873,2.66269,3.04919,2.62402,2.4767,1.54188,2.49076,2.72338,2.92047,4.02217,2.67301,2.18868,2.13605,2.77619,2.29342,3.36416,2.56419,2.78643,2.80247,2.18082,3.08396,2.90902,2.90083
hsa-miR-10b-5p,9.10997,9.33235,8.65981,9.28357,9.54179,9.15272,9.71309,9.51757,9.26366,9.62539,9.34723,8.94821,9.16043,9.37178,9.19615,8.94891,9.30532,9.32369,9.40639,9.3879,10.3833,9.05744,9.56618
hsa-miR-1180,1.6004,2.13416,1.90828,1.47959,2.39131,5.85602,3.2362,1.50937,2.31409,4.0735,2.1468,4.68442,1.74138,1.63632,2.05094,4.01106,2.02202,2.96687,1.01506,0.612434,4.96218,0.160825,3.12962
hsa-miR-1197,5.50742,5.5238,4.78011,5.55207,6.31519,5.62603,6.33521,5.99076,5.6585,5.08545,5.48097,5.29857,5.83992,5.42955,5.7554,4.88034,5.77807,5.5665,5.75317,6.02541,6.24646,5.16138,5.94671
hsa-miR-1224-5p,11.7813,11.6608,12.3044,11.7433,11.1476,11.0416,11.519,11.2063,11.3588,11.9051,11.6546,11.6338,11.4421,11.6729,11.5624,12.2678,11.2971,11.5164,11.3864,11.2559,11.0336,12.0404,11.0622
hsa-miR-122-5p,9.27477,10.5376,9.60779,9.71509,9.56722,10.4085,10.0479,13.5401,9.71266,11.7836,12.9296,8.41626,12.7242,11.5214,11.1179,9.99691,9.44476,10.0713,9.91659,9.09776,12.0291,12.1317,11.1379
hsa-miR-124-3p,14.0101,13.9212,13.9815,13.8932,13.768,13.5966,13.9511,13.8767,13.8897,13.7551,13.7754,13.768,13.8285,13.8853,13.9345,13.9622,13.6852,13.9376,13.7679,13.9029,13.7348,13.9458,13.8662
hsa-miR-124-5p,6.3221,6.27369,6.80805,6.35876,6.10958,5.92591,6.21018,6.23654,6.0569,6.35291,6.22805,6.369,6.17045,6.22418,6.12148,6.74763,6.25771,6.12216,6.15071,6.17887,5.90784,6.55051,5.96232
hsa-miR-1246,6.02227,5.97139,6.48267,5.90521,5.1117,6.37827,8.75406,7.82058,6.27514,9.82676,5.50917,5.64818,6.19943,5.83857,7.37098,9.33804,5.32889,6.18124,7.15875,5.2309,10.4278,6.10645,5.51534
hsa-miR-1249,4.01672,4.51885,4.7639,5.148,4.43587,4.56644,4.76589,4.80663,4.7071,3.9819,4.47176,4.29003,4.63499,4.35338,4.82145,4.26073,4.5146,4.72657,4.15477,4.24721,4.78915,5.09998,4.19949
hsa-miR-1251,5.02707,4.16248,5.0192,4.63978,4.38318,4.24894,4.61131,3.91532,4.23541,4.77304,4.20981,4.81961,4.69433,4.45805,4.74102,5.0056,4.62863,4.39841,4.69665,4.30062,4.73101,4.85168,3.95968
hsa-miR-125a-3p,9.29154,9.10371,9.48541,9.08739,8.98546,8.82795,9.44711,9.12757,9.22023,9.52205,9.19541,9.2408,8.92376,9.1309,9.24019,9.61618,9.04291,9.17636,9.14447,9.11964,9.02878,9.3243,9.03303
hsa-miR-125a-5p,10.251,10.5814,9.89809,10.6051,10.7451,10.5951,9.54494,10.9046,10.597,10.2161,10.5672,10.1343,10.3044,10.7051,10.4998,9.9142,10.4675,10.5554,10.4833,10.2228,10.6382,10.3454,10.5503
hsa-miR-125b-1-3p,10.0086,10.1422,9.90111,9.97326,10.2728,9.82665,10.4586,10.1579,10.0241,10.1488,10.0537,10.0014,9.88193,10.1364,10.115,9.99371,10.1042,10.1652,10.2155,10.2891,10.1632,10.0005,10.323
hsa-miR-125b-2-3p,11.6631,11.5553,11.6605,11.4911,11.251,11.1046,11.7611,11.4513,11.3772,11.5989,11.4717,11.3706,11.414,11.5152,11.4844,11.6367,11.3988,11.3895,11.4267,11.3694,11.3697,11.5962,11.2967
hsa-miR-125b-5p,13.3862,13.3672,13.2669,13.458,13.2537,13.247,12.6295,13.4071,13.7073,13.1574,13.2754,13.12,13.0653,13.4866,13.3427,13.2118,13.2879,13.4593,13.2625,13.1837,13.2048,13.4485,13.3811
hsa-miR-1260b,2.2171,2.36472,2.20255,2.74696,2.4351,2.41829,2.10754,2.10989,2.19452,3.02729,2.45116,3.34933,2.19447,2.40034,2.58555,2.56259,1.49565,2.39131,2.34052,2.07147,3.16226,2.56179,2.82782
hsa-miR-126-3p,10.3244,10.5986,9.73777,10.4792,10.4543,10.5458,10.5476,10.8219,10.0798,10.7304,10.801,10.4954,10.4391,10.4262,10.3296,9.95585,10.4084,10.6715,10.4378,10.3946,10.7675,10.1798,10.7746
hsa-miR-1264,4.94845,4.87549,4.58398,4.99956,4.94921,4.55897,5.01767,5.02692,4.71454,4.63429,4.71151,4.77848,5.03734,4.81459,4.8097,4.51773,5.00263,4.72242,4.83644,5.11568,5.23436,4.70565,5.08636
hsa-miR-126-5p,10.072,10.0704,9.31447,10.0133,10.5613,10.2193,10.1793,10.4016,10.4029,9.79207,10.053,9.90348,10.2343,10.0825,10.1687,9.33941,10.1941,10.1913,10.3823,10.6621,10.6199,9.7577,10.7372
hsa-miR-127-3p,13.1314,13.0374,13.4306,13.0232,12.5354,12.4928,13.1721,12.8622,12.904,13.0938,12.9903,12.9245,12.7872,13.0067,12.9121,13.4238,12.7212,12.8956,12.7732,12.6803,12.4806,13.3187,12.5957
hsa-miR-127-5p,8.64395,8.49767,8.86955,8.47749,8.11811,7.80453,8.38761,8.12356,8.08618,8.63872,8.37566,8.28237,8.4474,8.37634,8.30862,8.7287,8.21037,8.23326,8.27594,7.993,8.09035,8.60249,7.84269
hsa-miR-128,15.7373,15.8618,15.3647,15.926,16.3316,15.9618,15.1613,16.1884,16.0529,15.6616,16.0595,15.5169,15.6338,16.0922,15.8164,15.1897,15.9069,16.0622,15.9311,15.8288,16.0526,15.6072,16.1663
hsa-miR-1290,2.25397,3.29522,2.32071,3.50357,1.80458,4.46918,6.70069,6.20246,4.00497,7.91189,2.60687,1.76071,4.31336,3.25495,4.82008,7.24819,2.15252,4.03517,4.78682,1.71784,7.87144,2.27813,2.94335
hsa-miR-1291,3.25309,3.11034,3.47206,2.89997,2.82216,2.75196,2.79187,2.76128,3.15054,3.76895,3.05887,3.1502,3.18256,3.39496,3.30652,3.20505,2.78799,2.83101,3.45792,3.26196,3.40115,3.84505,3.10984
hsa-miR-129-1-3p,7.37843,7.21891,7.24025,7.38609,7.19744,7.06957,7.31742,7.43555,7.59911,7.05902,7.1446,7.11406,7.16881,7.25731,7.39765,6.97326,7.21107,7.36468,7.37513,7.25387,7.36251,7.3757,7.47958
hsa-miR-129-2-3p,8.72366,8.62786,8.78118,8.68679,8.60816,8.46562,8.5627,8.69557,8.76047,8.6514,8.54826,8.61087,8.71525,8.63602,8.78214,8.68328,8.57533,8.68632,8.78244,8.6881,8.76185,8.93106,8.66215
hsa-miR-129-5p,15.8795,15.7365,16.1879,15.6468,15.339,15.1966,15.9254,15.4177,15.6056,15.9344,15.7461,15.7194,15.4784,15.723,15.6919,16.1552,15.6005,15.6043,15.5721,15.4601,15.3261,15.9555,15.29
hsa-miR-1296,7.61586,7.67185,7.50819,7.5965,7.90328,7.6264,7.83039,7.85188,7.9164,7.65588,7.5625,7.58158,7.61369,7.57916,7.79621,7.48562,7.80877,7.8054,7.80328,7.92139,7.97666,7.63452,7.92392
hsa-miR-1298,9.11801,9.07535,9.34422,9.08952,8.81147,8.64581,9.23928,8.99139,8.88385,9.15046,8.99327,8.96384,9.06713,8.96105,9.06101,8.99899,8.82073,8.83276,8.94495,8.76479,8.8372,9.14548,8.71657
hsa-miR-1306-3p,5.29686,5.08162,5.79214,5.14949,4.49668,4.72157,4.8235,5.05309,5.09984,5.32672,5.03541,4.93023,4.79448,5.05668,5.16217,5.42122,4.86643,4.72136,4.98513,4.41015,4.57853,5.2832,4.08376
hsa-miR-1306-5p,4.53067,4.45256,4.50667,4.1053,4.51704,4.54479,4.21013,4.76092,4.39906,4.37063,4.64383,4.46528,4.36865,4.56855,4.84296,4.52327,4.24624,4.40746,4.39744,4.3456,4.57293,4.15752,4.20386
hsa-miR-1307-3p,7.12937,6.97627,7.47956,6.94442,6.54517,6.90599,6.83409,6.88304,6.9516,7.77625,7.21501,7.38936,6.65156,6.96689,6.93848,7.30725,6.65223,7.02294,6.95146,6.5149,6.87486,7.26084,6.65735
hsa-miR-1307-5p,6.22572,6.11693,6.52113,6.06703,5.50319,5.61167,5.82562,5.84697,6.05195,6.3308,6.06063,6.02273,6.13578,5.78062,5.9682,6.59309,5.88286,5.55939,5.78178,5.80016,5.89866,6.29677,5.8157
hsa-miR-130a-3p,7.84637,7.57009,7.87798,7.79257,7.81766,7.78646,7.7767,7.6225,7.85841,7.96267,7.6671,7.94755,8.04941,7.74641,7.82233,7.92195,7.76298,7.85356,7.74307,7.82034,7.94536,7.82439,7.69905
hsa-miR-130b-3p,4.40785,3.71627,4.44963,4.46325,3.80095,4.62463,5.03018,3.95643,4.19448,5.41559,4.10802,4.27354,4.26699,3.85721,3.89306,5.30578,4.16999,4.36958,4.06457,4.17644,4.52995,4.31306,3.98097
hsa-miR-130b-5p,2.77435,2.60498,1.98942,2.44237,2.40816,2.20308,1.50903,2.45928,2.48393,2.57899,2.01427,3.11734,1.11997,3.04154,2.85429,1.78694,1.91185,2.44965,2.28401,2.34113,2.90986,2.62658,2.84095
hsa-miR-132-3p,10.7983,11.0791,10.5469,10.9532,11.1312,10.9379,11.1528,11.3659,11.2364,10.7883,10.9692,10.8672,11.0123,10.9909,11.1127,10.3614,10.9956,11.066,11.1315,11.1326,11.2184,11.023,11.2184
hsa-miR-132-5p,8.81693,8.79557,8.81462,8.90131,8.74791,8.49802,8.50208,8.71195,8.7501,8.59266,8.7544,8.62631,8.50051,8.82419,8.85012,8.69234,8.55749,8.84676,8.62251,8.52963,8.64559,8.88839,8.58608
hsa-miR-133a,6.12275,6.04425,6.15334,6.111,6.03052,5.71476,6.08113,6.17557,5.9734,6.25206,5.64363,6.21275,5.8753,5.89332,6.04843,6.16091,6.17078,6.17415,5.85781,5.87036,6.23949,6.2787,5.78726
hsa-miR-134,9.05077,8.75649,9.4827,8.85538,8.47042,8.46635,8.99833,8.57536,8.68753,9.38551,8.93585,9.02953,8.85901,8.72011,8.80724,9.27278,8.60238,8.6782,8.64083,8.52958,8.46346,9.32753,8.3762
hsa-miR-1343,6.1741,6.2511,6.12192,6.43498,6.2333,5.9952,5.39165,6.21638,6.05615,6.14084,6.48755,5.75256,5.80176,6.46307,6.0569,6.16234,6.11997,6.32327,5.96261,5.85479,5.9697,5.93645,5.97975
hsa-miR-135a-3p,2.92562,3.45574,1.46049,3.33826,2.67876,2.33109,3.17485,2.77571,2.73698,3.52399,2.63914,2.88642,3.17879,3.1466,2.43481,2.91905,2.60249,2.72248,3.27131,3.69112,2.80008,3.17902,2.53561
hsa-miR-135a-5p,3.41381,4.1285,2.77721,4.29131,4.3958,4.03741,4.24432,4.63494,3.92587,3.64188,4.56884,3.79886,4.57527,3.82445,4.03025,3.39033,4.23985,4.24189,4.11063,4.61849,4.97849,3.87592,4.54023
hsa-miR-135b-5p,3.02853,3.33848,3.08211,3.1588,4.12321,3.37981,3.89622,3.82501,4.16145,3.68598,3.36892,3.25915,3.79974,3.21999,3.7897,3.11976,3.27244,3.42209,3.71312,3.81786,3.94955,3.3804,4.04661
hsa-miR-136-3p,11.1726,11.0892,10.9231,11.0917,11.4694,10.985,11.6044,11.1485,11.0703,11.1058,11.0511,11.0374,11.4037,11.0044,11.092,10.6364,11.2146,11.17,11.2279,11.3897,11.4016,10.9906,11.2259
hsa-miR-136-5p,6.64808,6.33967,6.71162,6.52752,5.81619,5.65054,5.95887,6.03879,5.78549,6.30141,5.78771,6.13678,6.56196,6.26767,6.17338,6.68823,6.28124,6.23515,6.01891,5.82547,5.95939,6.44176,5.34562
hsa-miR-137,7.51778,7.51302,7.40613,7.61201,7.82912,7.43695,7.5506,7.50395,7.60029,7.68502,7.54526,7.50185,7.92317,7.38512,7.66676,7.17664,7.66585,7.63942,7.66248,7.63325,7.89245,7.5376,7.58473
hsa-miR-138-1-3p,5.05545,5.11171,5.45815,5.21884,4.94505,5.22792,5.48407,5.55387,4.92098,5.10238,5.27512,5.02467,4.86995,5.25879,5.20642,5.69016,4.85633,4.86073,5.12379,4.65638,5.24835,5.27762,5.10618
hsa-miR-138-2-3p,5.30528,5.87571,5.29187,5.59444,6.01981,6.07917,6.20268,6.00048,5.76789,5.77692,5.57454,5.62994,5.73775,5.82143,5.92815,5.34793,5.97037,5.93668,5.99004,5.59646,5.9565,5.67022,6.16977
hsa-miR-138-5p,8.96049,8.6178,9.28251,8.70148,8.27212,8.3432,8.17369,8.31823,8.49065,8.91665,8.4669,8.74432,8.95196,8.55421,8.78329,9.0008,8.46122,8.35383,8.38886,8.37252,8.4177,8.84858,8.07601
hsa-miR-139-3p,8.30491,8.26717,8.49405,8.23711,7.64049,7.56248,7.43157,7.95624,7.85529,8.25694,8.36752,7.94963,7.70333,8.25913,7.98164,8.63033,8.01744,8.10864,7.81445,7.62408,7.59584,8.36923,7.75547
hsa-miR-139-5p,9.98471,10.0368,9.59928,10.0104,10.3683,10.0364,9.92297,10.2567,10.0623,9.83037,10.0634,9.82048,9.97331,10.2006,10.0491,9.45232,10.0135,10.2219,10.1335,10.1407,10.2638,9.74254,10.3872
hsa-miR-140-3p,12.0533,12.0612,12.1553,11.951,11.8373,12.2134,12.1926,12.0402,11.7476,12.2873,12.0903,12.1909,12.0542,12.0089,11.9947,11.9717,11.8609,11.9598,11.9379,11.7221,11.8528,12.1059,11.8605
hsa-miR-140-5p,7.73409,8.03008,7.46846,8.14473,8.60781,8.13119,8.1863,8.39131,7.97833,8.23699,8.06068,8.05986,8.1909,8.0294,8.07148,7.12287,8.05175,8.3892,8.10108,8.21255,8.54951,7.8255,8.3234
hsa-miR-142-3p,3.93226,3.3745,3.14466,3.921,3.24936,4.28909,3.09781,3.77044,4.34646,5.39419,4.04676,4.02484,3.78203,3.51586,3.66131,3.62535,3.31354,3.74468,3.63892,3.241,3.95058,3.93232,4.15117
hsa-miR-142-5p,6.56234,6.82811,5.72892,6.63464,6.98868,8.57758,7.13355,6.78405,7.28159,6.52722,6.79265,7.53249,7.23626,6.33771,6.40578,6.53125,6.78986,7.07744,6.64299,6.66099,6.56098,6.11537,7.66881
hsa-miR-143-3p,13.3104,13.6518,13.1108,13.5954,13.8785,13.1429,13.7466,13.6332,12.7883,13.3699,13.5173,13.1734,13.4568,13.4734,13.508,12.8167,13.2891,13.5088,13.3433,13.228,13.5051,13.4418,13.2134
hsa-miR-143-5p,4.94739,4.94417,4.94708,4.52601,4.70445,4.45394,4.5496,4.69513,4.80122,4.57565,4.75574,4.35183,4.49162,4.80219,5.06997,4.80887,4.57619,4.35939,4.49658,4.50005,4.59099,5.05738,4.24917
hsa-miR-144-3p,5.72454,5.06879,4.65837,5.10533,5.72277,8.49853,5.11674,5.37082,5.37447,5.25332,6.22372,7.92088,6.16729,4.9508,5.73524,5.59913,5.85568,5.91112,4.76044,5.33051,4.91323,4.50511,6.37109
hsa-miR-144-5p,3.08792,1.63298,1.50954,2.06845,3.55947,4.09815,2.88864,3.25085,3.57609,3.35029,2.9693,3.93052,2.86572,3.1981,3.61689,2.9063,3.325,2.87871,2.42787,3.77713,3.68001,2.27697,3.60928
hsa-miR-145-3p,8.26329,8.35804,8.00632,8.25699,8.60622,8.05013,8.35788,8.33636,8.22403,8.1958,8.28168,8.05952,8.52235,8.23518,8.33403,7.94124,8.21472,8.31405,8.30701,8.3548,8.45688,8.08931,8.29012
hsa-miR-145-5p,7.28587,7.10277,7.31408,7.23876,7.15856,7.00062,7.28219,7.28072,7.41262,7.28033,7.16245,7.26842,7.30012,7.03201,7.35571,7.27262,7.18214,7.35812,7.13472,7.13372,7.12479,7.58782,6.95585
hsa-miR-146a-5p,10.5823,10.5628,10.643,10.6089,10.3717,10.3432,10.7186,10.514,10.4513,10.8394,10.5144,10.5715,10.6393,10.5129,10.5289,10.4365,10.3149,10.4928,10.5501,10.5643,10.6184,10.6772,10.5529
hsa-miR-146b-5p,6.28455,6.50963,5.77052,6.38175,6.33167,6.42827,6.44309,7.00842,6.31778,7.03231,6.65835,6.17776,6.61232,6.44735,6.24801,5.9693,6.11006,6.61495,5.85804,5.71348,6.85095,6.43559,6.69609
hsa-miR-148a-3p,12.8224,13.0951,12.3989,13.1842,13.7391,13.3758,14.0173,13.437,13.203,12.8224,13.2178,13.0055,13.377,13.1459,13.1653,12.5727,13.0017,13.2931,13.3127,13.4706,13.6211,12.9205,13.5431
hsa-miR-148a-5p,3.60069,3.90664,4.11708,3.6601,3.20148,3.46596,3.95654,3.69215,3.49372,4.22598,3.98519,2.87449,3.63614,3.69695,3.10523,4.77845,3.30306,3.29995,3.67229,2.69544,4.22383,4.11909,3.26803
hsa-miR-148b-3p,10.688,10.8423,10.3106,10.8542,11.2577,11.0855,11.7173,10.9556,10.7533,10.4654,10.8878,10.8116,11.0756,10.8152,10.8838,10.431,10.8019,10.9283,10.9577,11.1707,11.0598,10.648,11.0387
hsa-miR-148b-5p,2.67251,2.62833,2.42985,2.77626,2.70417,2.33551,2.82234,2.02043,1.94268,1.34158,2.80411,1.96658,3.14207,2.49279,2.74244,2.56601,2.40352,3.11858,2.91482,3.10459,2.66982,2.17409,2.88719
hsa-miR-149-5p,5.34563,5.61081,5.5568,5.7186,5.39293,5.14603,5.02718,5.31942,5.58529,5.5985,5.65469,5.51484,5.68982,5.6921,5.52561,5.7224,5.40455,5.74715,5.33741,4.76369,5.46216,5.64543,5.61369
hsa-miR-150-5p,4.66873,4.87289,4.28689,4.68536,4.50183,4.27131,4.44236,5.06903,5.70202,4.44463,4.78989,4.86655,5.07953,4.88639,4.64497,4.45055,4.77181,4.8181,4.44063,4.6659,4.66405,4.54573,4.68563
hsa-miR-151a-3p,12.3375,12.5324,12.2357,12.4308,12.2779,11.9901,13.0496,12.3611,11.9113,12.2875,12.3873,12.1351,12.0636,12.4524,12.2511,12.4777,12.134,12.383,12.1583,12.1567,12.096,12.4511,12.1652
hsa-miR-151a-5p,4.87304,4.77822,4.88246,5.05371,4.92018,4.96982,4.75224,4.96009,4.77927,4.64295,4.65716,4.91541,4.6027,4.89137,4.90072,4.49727,4.84581,4.67185,4.90868,4.72152,5.04613,4.79161,4.87047
hsa-miR-151b,3.2719,3.15394,3.63895,3.46697,3.16992,3.54654,3.22106,3.02582,3.28841,3.34728,3.70355,3.16299,3.20317,3.12664,3.49851,3.57507,3.13796,3.35455,3.3475,3.22098,3.31845,3.41796,3.27008
hsa-miR-152,8.62806,8.56245,8.78658,8.65013,8.35122,8.27799,9.01127,8.38017,8.26414,8.63602,8.54043,8.60241,8.70431,8.31379,8.51145,9.10861,8.29687,8.41484,8.32098,8.36721,8.22952,8.68515,8.19266
hsa-miR-153,4.53911,4.13492,3.41843,4.12388,4.75877,4.24961,4.46972,4.61153,4.10345,3.44062,4.18883,4.04264,4.84238,4.16805,4.0732,3.90992,4.53493,4.38341,4.40475,4.35668,4.41376,4.37531,4.11741
hsa-miR-154-3p,4.05418,4.56417,3.2098,4.22175,4.30002,4.33802,4.02598,4.66646,4.53902,3.86697,3.89656,3.62265,4.27735,4.5528,4.51438,3.50697,4.15371,4.58439,4.52224,4.39256,4.40204,3.86212,4.90146
hsa-miR-154-5p,6.62088,6.51056,6.6076,6.34364,6.54613,6.55532,6.89044,6.95555,6.97188,6.71168,6.5699,6.8041,6.78845,6.42258,6.82941,6.57757,6.68887,6.78144,6.78745,6.85979,6.89781,6.75425,6.97071
hsa-miR-155-5p,4.61394,5.19854,4.18134,4.59558,5.10599,4.69533,5.4165,5.42809,5.0854,5.12608,5.01208,4.85677,5.01064,4.95692,4.98387,4.04222,4.92571,5.11448,5.36461,5.29343,5.60736,4.9679,5.35041
hsa-miR-15a-5p,4.6651,4.92368,4.67206,5.10835,5.03905,6.56123,5.23526,4.85394,5.16561,4.89507,4.83909,6.13261,5.07609,4.78835,4.74706,5.08101,5.1186,5.28809,4.67234,5.11865,5.15262,4.77788,5.36904
hsa-miR-15b-3p,2.85495,3.35154,3.1932,3.22696,4.37329,6.04752,3.66842,3.89357,3.51104,3.61899,3.68379,5.49162,3.74141,3.04012,3.14764,3.14178,3.59878,3.6362,3.5242,3.78495,4.11401,3.28178,4.67569
hsa-miR-15b-5p,3.17272,3.58661,2.99161,3.23462,4.32879,6.40571,3.58163,3.58801,3.92097,3.03115,3.13244,5.47797,3.99186,2.52096,3.80966,2.07786,3.49013,4.03717,3.48392,3.85464,3.67677,2.82168,5.02665
hsa-miR-16-2-3p,4.52917,4.60041,3.56573,4.2133,5.20667,8.95583,4.27577,5.3429,5.6736,4.35488,5.81479,8.27746,5.43293,4.25985,3.78852,3.13654,5.67919,6.00833,3.95536,4.34545,5.22366,3.78704,6.87322
