miRseqMature	TCGA-3X-AAV9-01A-72R-A41D-13	TCGA-3X-AAVA-01A-11R-A41D-13	TCGA-3X-AAVB-01A-31R-A41D-13	TCGA-3X-AAVC-01A-21R-A41D-13	TCGA-3X-AAVE-01A-11R-A41D-13	TCGA-4G-AAZO-01A-12R-A41D-13	TCGA-4G-AAZT-01A-11R-A41D-13	TCGA-W5-AA2G-01A-11R-A41D-13	TCGA-W5-AA2H-01A-31R-A41D-13	TCGA-W5-AA2I-01A-32R-A41D-13	TCGA-W5-AA2I-11A-11R-A41D-13	TCGA-W5-AA2O-01A-11R-A41D-13	TCGA-W5-AA2Q-01A-11R-A41D-13	TCGA-W5-AA2Q-11A-11R-A41D-13	TCGA-W5-AA2R-01A-11R-A41D-13	TCGA-W5-AA2R-11A-11R-A41D-13	TCGA-W5-AA2T-01A-12R-A41D-13	TCGA-W5-AA2U-01A-11R-A41D-13	TCGA-W5-AA2U-11A-11R-A41D-13	TCGA-W5-AA2W-01A-11R-A41D-13	TCGA-W5-AA2X-01A-11R-A41D-13	TCGA-W5-AA2X-11A-11R-A41D-13	TCGA-W5-AA2Z-01A-11R-A41D-13	TCGA-W5-AA30-01A-31R-A41D-13	TCGA-W5-AA30-11A-11R-A41D-13	TCGA-W5-AA31-01A-11R-A41D-13	TCGA-W5-AA31-11A-11R-A41D-13	TCGA-W5-AA33-01A-11R-A41D-13	TCGA-W5-AA34-01A-11R-A41D-13	TCGA-W5-AA34-11A-11R-A41D-13	TCGA-W5-AA36-01A-11R-A41D-13	TCGA-W5-AA38-01A-11R-A41D-13	TCGA-W5-AA39-01A-11R-A41D-13	TCGA-W6-AA0S-01A-11R-A41D-13	TCGA-WD-A7RX-01A-12R-A41D-13	TCGA-YR-A95A-01A-12R-A41D-13	TCGA-ZD-A8I3-01A-11R-A41D-13	TCGA-ZH-A8Y1-01A-11R-A41D-13	TCGA-ZH-A8Y2-01A-11R-A41D-13	TCGA-ZH-A8Y4-01A-11R-A41D-13	TCGA-ZH-A8Y5-01A-11R-A41D-13	TCGA-ZH-A8Y6-01A-11R-A41D-13	TCGA-ZH-A8Y8-01A-51R-A41D-13	TCGA-ZU-A8S4-01A-11R-A41D-13	TCGA-ZU-A8S4-11A-11R-A41D-13
hsa-let-7f-5p|MIMAT0000067	15.8026930561711	15.4006793445076	15.4792118635854	14.412371369969	14.2757607770326	14.5575235334295	15.3633476899838	13.4729446337796	14.577900836887	15.8819025994111	13.1223427018589	13.0557908145659	14.1969094425411	15.3327009416541	14.6003194724282	14.9063739130768	15.8433076970403	14.455070307288	14.1312943027034	15.3943957031292	14.2301705834958	14.5127404628035	15.4241991008322	14.1082794130339	14.5518284011087	14.8970891283128	13.9829935746943	14.096632806531	15.1365906637914	13.7281331003062	14.3809344900885	14.8780030009659	13.1519678709682	15.0387046947654	14.9897049332808	15.1575443133666	14.0648269531809	14.7843281175791	14.6565924528744	14.4969785725995	14.7575462720303	13.5048189876328	16.2954640367547	14.4574450088279	15.7275748383684
hsa-let-7f-1-3p|MIMAT0004486	2.58496250072116	2.8073549220576	3.16992500144231	3.58496250072116	3.58496250072116	1.58496250072116	4	2	4.08746284125034	3.70043971814109	2	1	3.70043971814109	3.4594316186373	2.8073549220576	3.16992500144231	4.39231742277876	4.16992500144231	2.8073549220576	4.08746284125034	2	3.4594316186373	3.4594316186373	2.8073549220576	2.8073549220576	2.8073549220576	3	3	1	3.16992500144231	3.58496250072116	2.58496250072116	3.32192809488736	2.8073549220576	3.32192809488736	3	3.16992500144231	3.8073549220576	3.4594316186373	2.58496250072116	4.39231742277876	NA	3.32192809488736	4	3.90689059560852
hsa-let-7f-2-3p|MIMAT0004487	2.32192809488736	1	1.58496250072116	2.8073549220576	2	2	1	NA	1.58496250072116	1	0	0	2.32192809488736	3.32192809488736	2	1	3	2.32192809488736	2.58496250072116	2.32192809488736	1.58496250072116	2.58496250072116	0	0	1.58496250072116	2.32192809488736	1	2.32192809488736	2.58496250072116	1.58496250072116	1	3.32192809488736	NA	1	2	2	0	3.32192809488736	3	2.58496250072116	0	0	2.58496250072116	1.58496250072116	1.58496250072116
hsa-miR-15a-5p|MIMAT0000068	10.0834793273318	9.92035285541508	10.1861142395416	10.1548181090521	9.20945336562895	10.1137421660492	10.075479149488	9.04165915163721	9.82017896241519	11.4883422775325	8.37937836707126	8.3264294871223	9.79603960882977	10.8368393597487	9.08214904135387	9.83447104998422	10.7228075311695	9.24317398347295	9.84392105128904	9.98726401207254	9.07948478382682	9.87805091272854	9.11374216604919	9.61838550225861	9.94836723158468	9.34207466799914	9.44914864537544	9.23840473932508	9.98013957763916	9.12670447284319	9.17741953798924	9.5018371849023	8.89784545600551	9.7176764230664	10.0728025345442	9.15734693536284	9.53332973230583	10.0901124196643	9.20212382383046	9.4655664048094	10.0660891904578	10.5166849493096	11.0182001788132	9.4898479604393	10.661778097772
hsa-miR-15a-3p|MIMAT0004488	NA	NA	NA	1	NA	NA	2	0	NA	NA	NA	0	0	1	NA	0	0	0	NA	0	NA	NA	0	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	0	0	NA	0	NA	0
hsa-miR-16-5p|MIMAT0000069	10.5943246039248	10.7287708495427	10.5117526537674	11.6662240028032	11.5260101070617	11.654636028528	11.5439984501345	10.5186531556734	11.6519486107234	12.3199543106869	9.49385544924082	10.2094533656289	11.3224915375975	11.4828079567267	11.7760217152528	10.6733090755617	12.4204866128258	11.3998119593257	10.6768386064742	11.7915699121269	10.5343028824546	11.0423433797937	10.5323559252888	11.0133226734254	11.1692986957928	10.4898479604393	10.4051414631363	11.410451351504	11.3331553503106	10.486835021563	10.929998062609	11.3381792499001	10.1623913287569	10.2888660741658	11.4231159101471	11.3275526440812	11.3320365483617	11.3275526440812	11.0927571409199	11.2360141919001	11.5830827675029	11.1344263202209	11.5588989811467	10.6706562491184	11.2479275134436
hsa-miR-16-1-3p|MIMAT0004489	2.8073549220576	3.8073549220576	3.8073549220576	4.52356195605701	4.32192809488736	4.08746284125034	4.39231742277876	3.8073549220576	4.90689059560852	4.8073549220576	3.8073549220576	3.16992500144231	3.8073549220576	5.58496250072116	4.08746284125034	4.32192809488736	5.08746284125034	4.64385618977472	4.58496250072116	5.04439411935845	3.16992500144231	4.58496250072116	2.8073549220576	4	4.32192809488736	3.8073549220576	4.64385618977472	4.24792751344359	3.90689059560852	4.70043971814109	4.24792751344359	3.8073549220576	4.4594316186373	3.32192809488736	3.58496250072116	4.08746284125034	4.52356195605701	4.58496250072116	3.58496250072116	4.58496250072116	4.4594316186373	3.4594316186373	4.8073549220576	4.52356195605701	5.12928301694497
hsa-miR-17-5p|MIMAT0000070	10.6247954558602	11.3531468254981	10.5333297323058	11.3236177632916	10.5840229402575	10.3901689562002	10.7698378436294	10.1446582428319	10.3014961949825	12.0443941193585	9.90086680798075	9.90839262077375	10.2957689344205	11.7719020806977	10.2877123795494	11.554109152574	11.8113746935099	10.3275526440812	11.2002856052243	10.6519486107234	11.940313597146	11.1260591160707	10.1189410727235	10.6794800995054	11.6270778405174	10.8431359111114	10.9381093262192	9.73470962022584	10.5401280385821	10.977995368613	10.9203528554151	9.64925617751731	10.1649069266757	11.1260591160707	10.468624042918	10.6082548219779	9.81858217748086	11.0126245388651	10.7854524681585	11.3365065598103	11.3359485652023	9.19475685442225	11.525031345124	10.2854022188622	11.4918530963297
hsa-miR-17-3p|MIMAT0000071	10.4439795426013	10.3185428097027	10.2300204357056	11.0734721539765	10.3826240265749	10.1279943209764	11.1774195379892	9.46352437327118	10.4210128557792	11.6843103111243	10.0606959316876	9.13442632022093	10.5736471874933	12.0306671362469	10.2288186904959	11.8344710499842	11.5043224482919	10.283088353024	11.0361736125535	11.2632692003727	11.2209828510818	11.3837042924741	9.59991284218713	9.24317398347295	11.3949985145017	10.9166259222112	11.286557761608	9.69522829149575	10.1922928144708	11.1478408936723	10.6156296369681	9.9901039638575	10.1421070573025	9.90689059560852	10.0781508077346	10.7321674256634	9.41574176829009	10.7021726853655	10.9031286768123	11.2667865406949	10.8368393597487	8.94544383637791	11.4963544885646	10.2573878426927	11.8799660796644
hsa-miR-18a-5p|MIMAT0000072	5.04439411935845	5.04439411935845	4.58496250072116	6.75488750216347	4.4594316186373	5.08746284125034	5.28540221886225	3.8073549220576	5.08746284125034	7.24792751344359	4.75488750216347	3.70043971814109	4.52356195605701	5.16992500144231	4.8073549220576	4.85798099512757	6.4594316186373	5.35755200461808	4.16992500144231	4.90689059560852	6.7279204545632	4.4594316186373	4.24792751344359	5.49185309632967	5.20945336562895	5.97727992349992	4.4594316186373	5.16992500144231	4.64385618977472	4	4.64385618977472	3.58496250072116	4.75488750216347	5.24792751344359	5.49185309632967	5.08746284125034	5.90689059560852	6.08746284125034	5.35755200461808	5.49185309632967	5.4262647547021	3.16992500144231	6.4093909361377	5	4.90689059560852
hsa-miR-18a-3p|MIMAT0002891	2	0	2.8073549220576	3.32192809488736	2	2.58496250072116	2	1	1.58496250072116	2.8073549220576	0	0	2.8073549220576	2	1	1	2.32192809488736	1.58496250072116	1	1.58496250072116	3	1	0	2.32192809488736	1	2.58496250072116	2	0	1	1.58496250072116	1.58496250072116	1.58496250072116	3.32192809488736	0	2.8073549220576	0	2.8073549220576	2.32192809488736	3.32192809488736	2	2.32192809488736	0	2.32192809488736	2.8073549220576	1
hsa-miR-19a-5p|MIMAT0004490	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	1	NA	NA	NA	0	0	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-19a-3p|MIMAT0000073	8.04439411935845	8.10328780841202	7.43462822763672	6.64385618977472	5.85798099512757	7.76155123244448	6.53915881110803	5.64385618977472	6.35755200461808	8.4757334309664	5.55458885167764	5.88264304936184	5.90689059560852	7.49984588708321	6.10852445677817	7.16992500144231	7.467605550083	6.06608919045777	6.94251450533924	6.4594316186373	6.97727992349992	6.89481776330794	7.4757334309664	7.69348695749933	7.14974711950468	6.97727992349992	6.49185309632967	6.08746284125034	6.52356195605701	6.44294349584873	5.97727992349992	5.88264304936184	5.4262647547021	7.64385618977472	7.55458885167764	5.88264304936184	6.33985000288462	6.65821148275179	6.93073733756289	6.85798099512757	6.37503943134692	6.53915881110803	8.51569983828404	6.08746284125034	7.45121111183233
hsa-miR-19b-1-5p|MIMAT0004491	4.70043971814109	5.49185309632967	5.49185309632967	5.58496250072116	5.28540221886225	5.39231742277876	6.12928301694497	4.75488750216347	4.85798099512757	6.39231742277876	4.95419631038687	4.08746284125034	5.64385618977472	6.65821148275179	5.6724253419715	6.59991284218713	6.58496250072116	5.08746284125034	6.22881869049588	6.71424551766612	5.90689059560852	5.95419631038687	4.24792751344359	4.24792751344359	6.53915881110803	5.75488750216347	5.85798099512757	4.8073549220576	5	6	6.02236781302845	5.16992500144231	4.32192809488736	4.95419631038687	4.90689059560852	5	4.70043971814109	5.75488750216347	5.93073733756289	6.62935662007961	5.83289001416474	3.32192809488736	6.08746284125034	5.6724253419715	6.37503943134692
hsa-miR-19b-3p|MIMAT0000074	9.71080643369935	9.89330153086056	9.4594316186373	9.49185309632967	8.64385618977473	9.95564990752837	9.44086916761087	8.10328780841202	9.19721669311005	10.3454052467178	7.86418614465428	7.96578428466209	9.27379559921426	9.8376279331714	8.90689059560852	9.61102479730735	9.7714894695006	8.34872815423108	9.85174904141606	9.1873520732005	9.48784003382305	9.61286849729104	9.38801728534514	9.43254190038826	9.83447104998422	9.42206476617281	8.8703647195834	8.67948009950545	8.87958324961278	8.90388184573618	8.93369065495223	8.19475685442225	7.6724253419715	9.42206476617281	9.52552080909507	8.62205181945638	8.75822321472672	9.44914864537544	8.91886323727459	9.29232163280204	9.39660478118186	7.88264304936184	10.1786648510065	8.5352753766208	9.61470984411521
hsa-miR-19b-2-5p|MIMAT0004492	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-20a-5p|MIMAT0000075	10.8344710499842	11.7095146607067	10.6465587101545	10.733015321686	10.1786648510065	10.4157417682901	10.4726908392428	9.90839262077375	10.4584066132365	12.2877123795494	9.54689445988764	9.91737207947684	10.2609195336629	12.2705873404475	10.4377520723236	11.6142497276894	11.7338627196785	10.3706874068072	11.6188443017667	10.9091430473399	11.6886874232225	10.9758479680068	10.2455527062557	10.0701209444768	11.5186531556734	10.7287708495427	10.876516946565	9.86573327085176	10.6492561775173	10.8281364841941	10.4645457503339	9.58683978796183	9.39231742277876	11.2070143201775	10.7723145739217	10.7414669864011	9.7279204545632	10.8887432488983	10.4928546201747	11.724087461794	10.8384160757973	9.25974326369078	12.1811522568656	10.4178525148859	11.6790401863931
hsa-miR-20a-3p|MIMAT0004493	4.08746284125034	4	4.70043971814109	4.8073549220576	4.16992500144231	5.20945336562895	4.08746284125034	3	3.90689059560852	4.08746284125034	4.24792751344359	2.32192809488736	4.75488750216347	5.4262647547021	4.16992500144231	5.24792751344359	4.8073549220576	3.32192809488736	5.4594316186373	3.32192809488736	5.49185309632967	5.04439411935845	4.4594316186373	4.32192809488736	6.14974711950468	4.32192809488736	4.39231742277876	4.32192809488736	4.32192809488736	4.32192809488736	4.64385618977472	2.58496250072116	5.20945336562895	4.24792751344359	4.52356195605701	3.70043971814109	4	5.12928301694497	4.24792751344359	4	3.70043971814109	3.70043971814109	4.08746284125034	4	4.95419631038687
hsa-miR-21-5p|MIMAT0000076	22.0689625752483	21.2482171393609	21.8307937069888	19.7087033474479	20.7113031555703	22.0615455617458	21.1628080320583	20.4690525100474	19.3377765005299	22.5273798796672	16.9685543032309	19.6467274497061	20.3742828076911	19.4876045468822	20.2328483300984	18.6117020546665	22.0016469972872	21.4440392140382	17.8099816036512	21.8665465840129	20.2874666496243	19.4377398829552	21.8836422780694	20.5678038561682	18.8985895790214	21.4931171117578	18.2539813283263	19.9837312392308	21.1325681325167	17.6082187194922	20.0711795109598	21.1666007628365	19.4051497750999	21.0711637953561	21.0583789150649	21.4811150256721	21.2396282448139	21.6605761340551	21.7211175507949	22.0534059064495	21.4812145778948	19.2059006115062	23.2552120183255	20.9998851110148	19.257592714562
hsa-miR-21-3p|MIMAT0004494	12.7058483435089	11.8719052376592	13.0131481714548	12.4948555844912	12.9581901836937	13.6230812946531	13.7623820387104	12.4848228942621	11.1774195379892	12.567005370247	10.0901124196643	11.2306209331299	12.0080784108683	11.5980525001616	11.7219536128014	13.6635581042173	13.5946745036899	14.3700743491069	11.6555307231556	13.9847744600468	12.281060671677	12.175237650291	12.6273058805148	12.377481688183	11.929258408637	13.5004684629531	11.9461752407236	12.4777582664439	12.6704349599024	10.9964734887332	12.5729370250173	12.7387256224934	11.4283601727043	12.1586096882145	12.7770497884388	12.3912435894274	13.7029302044383	14.0538410545406	13.6716516307646	14.02427396254	13.1854949242109	10.4522412404308	13.2394493595193	13.1636496760158	13.2246046815385
hsa-miR-22-5p|MIMAT0004495	7.79441586635011	7.35755200461808	8.03342300153745	6.76818432477693	6.24792751344359	7.82654848729092	7.79441586635011	6.2667865406949	6.16992500144231	8.67948009950545	7.18982455888002	5.16992500144231	6.91886323727459	7.25738784269265	6.56985560833095	7.28540221886225	8.0389189892923	7.36632221424582	5.75488750216347	7.36632221424582	6.4262647547021	7.49185309632967	7.55458885167764	7.21916852046216	7.22881869049588	7.28540221886225	8.35314682549808	7.03342300153745	7.11894107272351	7.51569983828404	7.38370429247405	7.56985560833095	6.89481776330794	7.02236781302845	7.09803208296053	7.35755200461808	8.30833903013941	6.93073733756289	6.8073549220576	7.49185309632967	6.88264304936184	6.64385618977472	7.48381577726426	7.86418614465428	9.01680828768655
hsa-miR-22-3p|MIMAT0000077	19.6038038024828	19.3772804431335	19.4285728184473	18.433516166915	18.3046053325687	18.6712818990062	19.1983395213339	18.1409944844944	17.5822449099962	19.5968321651659	19.2379871460202	16.7191882544209	18.1893999018494	20.3670979580144	18.5435680777533	20.428645397079	19.1881300108721	19.1039459903289	19.0078321177047	18.9601603518539	17.6120621684516	19.8994277340963	19.0188059930809	18.2507934080571	19.8433261014624	19.229931278061	20.0262681191854	18.4377683246546	18.6614232246204	20.057064946539	18.6156224533587	18.760879097677	19.8010688926688	19.0131972522674	18.6385773255667	19.2239569096982	19.2994271611457	18.5739688648128	18.6609046745444	18.7498923358634	18.6421045911525	19.1581535476138	19.8558600412685	19.2174986440088	21.0088382339375
hsa-miR-23a-5p|MIMAT0004496	2.8073549220576	3.8073549220576	3.16992500144231	2.8073549220576	3.90689059560852	1.58496250072116	4.39231742277876	3.90689059560852	2	3.16992500144231	NA	1	3.4594316186373	1	4.52356195605701	2.8073549220576	3.4594316186373	5.4262647547021	3.4594316186373	4.16992500144231	0	2.32192809488736	2	3	2	2	3.8073549220576	4.39231742277876	3.32192809488736	1.58496250072116	3	3	2.32192809488736	4.90689059560852	3.16992500144231	3.16992500144231	4.64385618977472	4.32192809488736	1	4.16992500144231	3.70043971814109	2.8073549220576	2.58496250072116	2.8073549220576	2.32192809488736
hsa-miR-23a-3p|MIMAT0000078	14.4629495307459	14.529308534859	14.782332794581	13.5698556083309	14.7765358434222	14.1189410727235	14.7759188676291	13.7319553737719	12.9115792414021	15.1488737453028	11.3123157466901	12.4635243732712	15.1727009572007	13.4833119549994	14.7774094410444	12.7850437147797	15.7227274977899	14.4930423285182	12.9366379390026	14.1529977732953	12.8694010597781	13.5289424150649	14.9065618190445	14.44759985828	13.567480801143	14.8229193140274	12.3998119593257	13.9649725403771	14.5774878375881	12.2550285698187	14.2295698985529	14.5795516528066	12.6974020075027	15.0145000099706	14.2150779148228	14.1358695766485	15.1528789759269	15.1628633376081	15.0706660460057	14.4136940334042	15.340476036759	13.577192765687	15.2361263373423	14.5532092866233	13.4762399063239
