           0(  0 %)      438 hsa-miR-2110|MIMAT0010133
           0(  0 %)      439 hsa-miR-2277-5p|MIMAT0017352
           0(  0 %)      440 hsa-miR-3127-5p|MIMAT0014990
           0(  0 %)      441 hsa-miR-3130-5p|MIMAT0014995
           3( 30 %)      442 hsa-miR-548v|MIMAT0015020
          10(100 %)      443 hsa-miR-3170|MIMAT0015045
           0(  0 %)      444 hsa-miR-323b-3p|MIMAT0015050
           0(  0 %)      445 hsa-miR-3065-5p|MIMAT0015066
          10(100 %)      446 hsa-miR-3065-3p|MIMAT0015378
           5( 50 %)      447 hsa-miR-3199|MIMAT0015084
          10(100 %)      448 hsa-miR-3200-3p|MIMAT0015085
           0(  0 %)      449 hsa-miR-378c|MIMAT0016847
           0(  0 %)      450 hsa-miR-4326|MIMAT0016888
           0(  0 %)      451 hsa-miR-2355-5p|MIMAT0016895
           0(  0 %)      452 hsa-miR-2355-3p|MIMAT0017950
           0(  0 %)      453 hsa-miR-500b-5p|MIMAT0016925
           0(  0 %)      454 hsa-miR-3605-3p|MIMAT0017982
          10(100 %)      455 hsa-miR-3607-3p|MIMAT0017985
           1( 10 %)      456 hsa-miR-3610|MIMAT0017987
           1( 10 %)      457 hsa-miR-3613-5p|MIMAT0017990
           0(  0 %)      458 hsa-miR-3613-3p|MIMAT0017991
          10(100 %)      459 hsa-miR-3614-5p|MIMAT0017992
           1( 10 %)      460 hsa-miR-3615|MIMAT0017994
          10(100 %)      461 hsa-miR-3651|MIMAT0018071
           0(  0 %)      462 hsa-miR-3653-3p|MIMAT0018073
           0(  0 %)      463 hsa-miR-3677-3p|MIMAT0018101
           0(  0 %)      464 hsa-miR-3682-3p|MIMAT0018110
           0(  0 %)      465 hsa-miR-3912-3p|MIMAT0018186
           0(  0 %)      466 hsa-miR-3913-5p|MIMAT0018187
           3( 30 %)      467 hsa-miR-3917|MIMAT0018191
           2( 20 %)      468 hsa-miR-3922-3p|MIMAT0018197
          10(100 %)      469 hsa-miR-676-3p|MIMAT0018204
           0(  0 %)      470 hsa-miR-3928-3p|MIMAT0018205
