  13    93 hsa-miR-193b-3p|MIMAT0002819
  12     8 hsa-miR-33a-5p|MIMAT0000091
  11    13 hsa-miR-105-5p|MIMAT0000102
  10     7 hsa-miR-31-5p|MIMAT0000089
   9   131 hsa-miR-3651|MIMAT0018071
   8    99 hsa-miR-551b-3p|MIMAT0003233
   7    60 hsa-miR-136-3p|MIMAT0004606
   6    89 hsa-miR-483-3p|MIMAT0002173
   5    52 hsa-miR-138-5p|MIMAT0000430
   4    82 hsa-miR-345-5p|MIMAT0000772
   3    33 hsa-miR-204-5p|MIMAT0000265
   2    11 hsa-miR-96-5p|MIMAT0000095
   1   105 hsa-miR-615-3p|MIMAT0003283
