miRseqMature	TCGA-3G-AB0O-01A-22R-A42W-13	TCGA-3G-AB0Q-01A-11R-A42W-13	TCGA-3G-AB0T-01A-11R-A42W-13	TCGA-3G-AB14-01A-11R-A42W-13	TCGA-3G-AB19-01A-21R-A42W-13	TCGA-3Q-A9WF-01A-11R-A42W-13	TCGA-3S-A8YW-01A-11R-A42W-13	TCGA-3S-AAYX-01A-11R-A42W-13	TCGA-3T-AA9L-01A-11R-A42W-13	TCGA-4V-A9QI-01A-11R-A42W-13	TCGA-4V-A9QJ-01A-11R-A42W-13	TCGA-4V-A9QL-01A-11R-A42W-13	TCGA-4V-A9QM-01A-11R-A42W-13	TCGA-4V-A9QN-01A-11R-A42W-13	TCGA-4V-A9QQ-01A-11R-A42W-13	TCGA-4V-A9QR-01A-11R-A42W-13	TCGA-4V-A9QS-01A-11R-A42W-13	TCGA-4V-A9QT-01A-11R-A42W-13	TCGA-4V-A9QU-01A-11R-A42W-13	TCGA-4V-A9QW-01A-11R-A42W-13	TCGA-4V-A9QX-01A-11R-A42W-13	TCGA-4X-A9F9-01A-11R-A42W-13	TCGA-4X-A9FA-01A-11R-A42W-13	TCGA-4X-A9FB-01A-11R-A42W-13	TCGA-4X-A9FC-01A-11R-A42W-13	TCGA-4X-A9FD-01A-11R-A42W-13	TCGA-5G-A9ZZ-01A-31R-A42W-13	TCGA-5K-AAAP-01A-11R-A42W-13	TCGA-5U-AB0D-01A-11R-A42W-13	TCGA-5U-AB0E-01A-11R-A42W-13	TCGA-5U-AB0F-01A-11R-A42W-13	TCGA-5V-A9RR-01A-11R-A42W-13	TCGA-X7-A8D6-01A-11R-A42W-13	TCGA-X7-A8D6-11A-22R-A42W-13	TCGA-X7-A8D7-01A-11R-A42W-13	TCGA-X7-A8D7-11A-11R-A42W-13	TCGA-X7-A8D8-01A-11R-A42W-13	TCGA-X7-A8D9-01A-11R-A42W-13	TCGA-X7-A8DB-01A-11R-A42W-13	TCGA-X7-A8DC-01A-11R-A42W-13	TCGA-X7-A8DD-01A-11R-A42W-13	TCGA-X7-A8DE-01A-11R-A42W-13	TCGA-X7-A8DF-01A-11R-A42W-13	TCGA-X7-A8DG-01A-11R-A42W-13	TCGA-X7-A8DI-01A-11R-A42W-13	TCGA-X7-A8DJ-01A-11R-A42W-13	TCGA-X7-A8M0-01A-11R-A42W-13	TCGA-X7-A8M1-01A-11R-A42W-13	TCGA-X7-A8M3-01A-11R-A42W-13	TCGA-X7-A8M4-01A-11R-A42W-13	TCGA-X7-A8M5-01A-11R-A42W-13	TCGA-X7-A8M6-01A-11R-A42W-13	TCGA-X7-A8M7-01A-11R-A42W-13	TCGA-X7-A8M8-01A-11R-A42W-13	TCGA-XH-A853-01A-11R-A42W-13	TCGA-XM-A8R8-01A-11R-A42W-13	TCGA-XM-A8R9-01A-31R-A42W-13	TCGA-XM-A8RB-01A-11R-A42W-13	TCGA-XM-A8RC-01A-11R-A42W-13	TCGA-XM-A8RD-01A-11R-A42W-13	TCGA-XM-A8RE-01A-11R-A42W-13	TCGA-XM-A8RF-01A-11R-A42W-13	TCGA-XM-A8RG-01A-11R-A42W-13	TCGA-XM-A8RH-01A-11R-A42W-13	TCGA-XM-A8RI-01A-12R-A42W-13	TCGA-XM-A8RL-01A-11R-A42W-13	TCGA-XM-AAZ1-01A-11R-A42W-13	TCGA-XM-AAZ2-01A-11R-A42W-13	TCGA-XM-AAZ3-01A-11R-A42W-13	TCGA-XU-A92O-01A-11R-A42W-13	TCGA-XU-A92Q-01A-11R-A42W-13	TCGA-XU-A92R-01A-11R-A42W-13	TCGA-XU-A92T-01A-11R-A42W-13	TCGA-XU-A92U-01A-11R-A42W-13	TCGA-XU-A92V-01A-11R-A42W-13	TCGA-XU-A92W-01A-11R-A42W-13	TCGA-XU-A92X-01A-11R-A42W-13	TCGA-XU-A92Y-01A-11R-A42W-13	TCGA-XU-A92Z-01A-11R-A42W-13	TCGA-XU-A930-01A-11R-A42W-13	TCGA-XU-A931-01A-11R-A42W-13	TCGA-XU-A932-01A-11R-A42W-13	TCGA-XU-A933-01A-11R-A42W-13	TCGA-XU-A936-01A-11R-A42W-13	TCGA-XU-AAXV-01A-11R-A42W-13	TCGA-XU-AAXW-01A-11R-A42W-13	TCGA-XU-AAXX-01A-11R-A42W-13	TCGA-XU-AAXY-01A-11R-A42W-13	TCGA-XU-AAXZ-01A-11R-A42W-13	TCGA-XU-AAY0-01A-11R-A42W-13	TCGA-XU-AAY1-01A-11R-A42W-13	TCGA-YT-A95D-01A-11R-A42W-13	TCGA-YT-A95E-01A-11R-A42W-13	TCGA-YT-A95F-01A-11R-A42W-13	TCGA-YT-A95G-01A-11R-A42U-13	TCGA-YT-A95H-01A-11R-A42U-13	TCGA-ZB-A961-01A-11R-A42U-13	TCGA-ZB-A962-01A-11R-A42U-13	TCGA-ZB-A963-01A-11R-A42U-13	TCGA-ZB-A964-01A-11R-A42U-13	TCGA-ZB-A965-01A-11R-A42U-13	TCGA-ZB-A966-01A-11R-A42U-13	TCGA-ZB-A969-01A-11R-A42U-13	TCGA-ZB-A96A-01A-11R-A42U-13	TCGA-ZB-A96B-01A-11R-A42U-13	TCGA-ZB-A96C-01A-11R-A42U-13	TCGA-ZB-A96D-01A-11R-A42U-13	TCGA-ZB-A96E-01A-11R-A42U-13	TCGA-ZB-A96F-01A-11R-A42U-13	TCGA-ZB-A96G-01A-11R-A42U-13	TCGA-ZB-A96H-01A-11R-A42U-13	TCGA-ZB-A96I-01A-11R-A42U-13	TCGA-ZB-A96K-01A-11R-A42U-13	TCGA-ZB-A96L-01A-11R-A42U-13	TCGA-ZB-A96M-01A-11R-A42U-13	TCGA-ZB-A96O-01A-11R-A42U-13	TCGA-ZB-A96P-01A-11R-A42U-13	TCGA-ZB-A96Q-01A-11R-A42U-13	TCGA-ZB-A96R-01A-11R-A42U-13	TCGA-ZB-A96V-01A-11R-A42U-13	TCGA-ZC-AAA7-01A-11R-A42U-13	TCGA-ZC-AAAA-01A-11R-A42U-13	TCGA-ZC-AAAF-01A-11R-A42U-13	TCGA-ZC-AAAH-01A-11R-A42U-13	TCGA-ZL-A9V6-01A-11R-A42U-13	TCGA-ZT-A8OM-01A-11R-A42U-13
hsa-let-7a-5p|MIMAT0000062	18.9146537436921	19.979552191476	18.0956133613749	19.0298533650476	18.4751238420609	18.5517871042881	16.9495873661793	18.2262804716087	17.855087458408	17.952081438216	19.06829807632	19.4755731419613	19.1000540049295	18.2136548484932	17.6491789764449	18.9743165529445	18.8636690588646	17.3837296015073	19.2174158094588	18.7459139042874	19.631105988033	18.3030226062274	20.6356561317389	18.2899693326624	19.1675063513918	18.0009462821032	18.6647701714307	17.8700455785631	18.456125767049	18.9916408626215	18.840126341454	20.1491901564081	18.6075145403857	19.2520301409299	18.4482211861462	17.9987006020293	20.3293036380578	18.969698479409	17.8641317232979	18.9876276382153	18.6210359226401	18.8482806118134	19.0200901298986	18.0936238847374	18.9817540058935	18.5005540461287	19.0574629647576	19.200156267304	18.5489084326549	19.6882383549344	19.4579759738417	19.2421925471626	18.5923146820762	19.6763634501687	18.7870990817731	17.2942348251724	17.7597581767299	18.1719830441711	18.0053723537425	18.8817114538464	18.4810780614643	19.8529439613549	19.1020602782989	19.6455968694652	19.5715267603956	18.1170799459875	17.6562293174733	20.3796226795017	19.7380411166319	19.6501296654311	20.4195950564182	20.0993092807581	19.9852916178328	19.28115578293	20.9327316339319	18.8166399525992	18.7671402111577	17.2971760090775	18.59326709938	19.1509025351509	18.9905028840981	18.58988152282	18.7748932043308	18.0220697495358	19.660403348309	18.2694234956869	19.8837410816768	19.223084902959	18.2047573911866	18.9279746713972	19.0705193081614	19.3671928966194	19.5408942516802	19.6979177841173	18.4429637382624	18.190683142299	17.9478480764429	19.0699322074899	17.7765486942793	19.6614423621641	19.3796131616101	18.2765106598842	19.2134246542361	18.5288584995246	18.2500115234503	19.3333825009779	20.2106832330352	19.1612057089666	19.5181594343348	18.0817850776196	20.4581953155494	18.5796879081055	19.8073690737035	17.9627548279013	19.7316620944072	17.7227274977899	17.0739323371138	19.1658957504389	19.1029957560644	18.6868424482824	17.1197821023229	18.6888581349489	18.8582481721215	17.3009066215751	18.9125122210498	17.9308528150622
hsa-let-7a-3p|MIMAT0004481	7.88874324889826	10.1019756709492	8.64024493622235	7.94251450533924	8.72109918870719	8.17492568250068	8.12928301694497	7.467605550083	7.467605550083	7.59991284218713	8.74483383749955	9.58120058192496	10.2179576978641	7.56224242422107	8.2667865406949	8.96289600533726	8.11894107272351	7.65821148275179	9.09011241966429	9.22881869049588	8.78790255939143	8.28540221886225	9.99859042974533	8	9.00562454919388	8.14465824283188	8.44294349584873	8.54303182025524	8.28540221886225	9.48784003382305	8.49984588708321	10.1774195379892	8.4797802640291	6.61470984411521	8.05528243550119	8.04984854945056	10.1279943209764	9.59432460392485	7.8008998999203	9.15734693536284	8.71424551766612	7.8703647195834	9.5077946401987	7.8008998999203	9.05528243550119	8.69348695749932	8.81378119121704	9.44294349584873	7.70043971814109	9.10852445677817	9.4797802640291	7.86418614465428	8.22881869049588	8.8703647195834	8.70390357344466	7.76818432477693	8.82972273508606	7.91288933622996	7.76818432477693	8.34872815423108	8.63662462054365	9.39874369193819	9.06877827798541	9.41574176829009	8.29001884693262	7.92481250360578	8.55842071326866	9.63117705570398	9.55842071326866	9.21916852046216	9.32192809488736	10	9.25974326369078	9.58496250072116	9.96434086779242	8.24317398347295	8.93073733756289	7.17990909001493	9.19967234483636	8.85174904141606	8.51569983828404	8.75822321472672	8.82972273508606	9.16741814583174	8.32192809488736	8.35314682549808	8.84235034341381	8.52356195605701	8.29462074889163	9.39016895620018	8.97441458980553	9.33091687811462	9.17990909001493	9.86263735755879	7.83920378809694	8.73809225962049	8.11894107272351	9.2045711442492	8.24317398347295	9.35093918154643	9.64565843240871	8.92184093707449	9.21431912080077	8.55458885167764	8.5274770060604	9.80574387215162	9.23601419190008	8.98868468677217	8.92184093707449	8.5352753766208	9.66533591718518	8.17990909001493	9.06339508128851	7.62935662007961	9.11113567023471	7.65105169117893	6.61470984411521	8.9915218460757	7.65821148275179	8.85798099512757	8.35755200461808	8.76155123244448	9.56224242422107	7.88874324889826	8.8703647195834	8.42206476617281
hsa-let-7a-2-3p|MIMAT0010195	7.36632221424582	6.24792751344359	8.39660478118186	8.12412131182919	4.39231742277876	6.95419631038687	3.32192809488736	8.13442632022093	4.75488750216347	7.72109918870719	8.76818432477693	5.55458885167764	3.58496250072116	4.32192809488736	9.19967234483636	7	8.36194377373524	8.39660478118186	6.02236781302845	2.8073549220576	2.32192809488736	7.75488750216347	6.59991284218713	7.49984588708321	4.08746284125034	7.86418614465428	4	4.90689059560852	3.4594316186373	6.8073549220576	6.44294349584873	6.4262647547021	4.64385618977472	7.16992500144231	8.4594316186373	7.38370429247405	6.70043971814109	7.11894107272351	7.94836723158468	5	3	5.08746284125034	3.70043971814109	7.71424551766612	5.58496250072116	4.4594316186373	7.21916852046216	4.16992500144231	8.5352753766208	4.39231742277876	6.97727992349992	8.86418614465428	7.58496250072116	6.2667865406949	4.85798099512757	4.75488750216347	5.4262647547021	8.17990909001493	9.66888498426625	7.19967234483636	4.08746284125034	6	5.39231742277876	5.24792751344359	5.20945336562895	7.70043971814109	8.59245703726808	5	5.24792751344359	5.08746284125034	2.32192809488736	5.08746284125034	3.58496250072116	4	7.13955135239879	6.89481776330794	7.90086680798075	8.11374216604919	6.71424551766612	8.48784003382305	8.21916852046216	9.04439411935845	5	3.70043971814109	8.58871463558226	8.40087943628218	8.87344411251538	9.10328780841202	6.37503943134692	5.83289001416474	3.32192809488736	6.02236781302845	3.70043971814109	5.20945336562895	8.90086680798075	4.85798099512757	7.29462074889163	4.90689059560852	5.85798099512757	3.90689059560852	4.4594316186373	4.16992500144231	6.20945336562895	4.39231742277876	6.6724253419715	5	4.85798099512757	6	7.70735913208088	5.32192809488736	6.76818432477693	9.87498134765377	2.32192809488736	4.70043971814109	5.49185309632967	6.89481776330794	8.06608919045777	6.10852445677817	8.12928301694497	6.06608919045777	4.64385618977472	9.35755200461808	4.8073549220576	7.01122725542325	3.90689059560852	5.39231742277876
hsa-let-7b-5p|MIMAT0000063	17.0546361118417	19.669674019239	16.9648823183677	17.9032463853785	17.2801273429849	16.9571473972075	16.7113039959023	15.8820220525299	16.4162532481903	16.4437206006566	17.0418195467294	19.464601586044	19.3087456374776	16.34202256665	16.6842555130979	17.8847846310656	16.859947231049	15.1763290066176	18.0956030602732	18.3214569230782	18.2182131903406	16.440269001015	19.8573037226921	16.2810063195742	18.0932266917917	17.2915214716359	18.0161608183138	17.4313915006351	17.1107585603416	17.8865122813409	17.2724475413723	19.6069220414938	17.7070287822431	18.2736590290791	16.1484169982782	16.3544560175056	19.5224512684503	18.3866245539066	15.8511878191417	18.4168263851759	17.7168998231203	17.642171592786	18.4592595006414	16.580288014763	18.4258059760367	18.3971105521811	18.6286164114583	18.8485648725457	17.4028621790209	18.959611466183	18.8821683691226	16.7897119331287	17.1193869808025	18.5247942013014	18.2860839204809	16.7804756895566	17.2705234674408	16.1961218141529	16.2507055250098	17.7592445365238	17.5572767111291	18.3732730044221	17.450075508756	18.5652285467015	17.6872458109789	15.6817599984671	15.9188399497829	19.7704896875025	19.4899812004165	19.2407494144063	19.8798718770047	18.9728255718479	19.1763168308559	18.5970304716373	20.0049158226799	17.9014620703878	17.9300731625073	14.4972281306421	17.9001533483025	17.709790605205	16.8706777704777	16.4074503471017	17.5701299434537	15.4806639976193	17.3445473172359	16.3882696003324	18.4788012128369	17.4036112462048	17.038340321002	18.5267895828612	18.2184166056986	19.1038128415632	18.72239731316	19.4352429555046	17.0804011774162	17.5272937252317	17.1509867996543	18.0098614134697	16.7910229476766	18.7677674164659	18.5635612502995	17.0818370780608	18.5047569295603	17.2392349010075	17.5803837142174	19.0637847754145	19.2936130913995	18.6413179708876	17.840415286831	16.6881273469295	19.5263769716641	15.9313146326499	19.1409345907716	16.1226460290813	18.9314502634802	16.3078945194349	14.5661729889929	18.7720696702943	17.1247877256588	17.3832739709638	16.1325198115467	16.6817462749172	18.2480943450719	16.0715671083359	18.3573501080277	16.7466061661602
hsa-let-7b-3p|MIMAT0004482	6.8073549220576	9.38801728534514	6.70043971814109	7.55458885167764	7.7279204545632	7.17990909001493	6.61470984411521	6.02236781302845	6.20945336562895	6.59991284218713	7.34872815423108	8.4594316186373	9.30833903013941	5.04439411935845	6.28540221886225	8.14974711950468	6.65821148275179	6.08746284125034	8.08214904135387	7.33985000288462	7.59991284218713	6.71424551766612	9.31288295528435	6.52356195605701	7.65105169117893	7.37503943134692	8.08746284125034	6.53915881110803	6.94251450533924	8.82017896241519	6.93073733756289	9.40087943628218	7.82654848729092	8.39231742277876	6.58496250072116	7.22881869049588	9.4178525148859	8.82972273508606	6.6724253419715	8.14465824283188	7.48381577726426	7.36632221424582	8.14465824283188	6.68650052718322	8.02236781302845	8.44294349584873	8.39231742277876	8.51569983828404	7.37503943134692	8.39231742277876	8.73809225962049	5.95419631038687	7.27612440527424	7.82654848729092	7.66533591718518	6.62935662007961	6.82017896241519	6.3037807481771	6.95419631038687	7.22881869049588	7.63662462054365	8.2807707701306	7.5077946401987	8.467605550083	8.10852445677817	6.44294349584873	6.33985000288462	9.25266543245025	8.87344411251538	8.04984854945056	9.32192809488736	8.81378119121704	8.2336196767597	8.8073549220576	9.24555270625568	6.85798099512757	8.45121111183233	5.20945336562895	7.91886323727459	8.09803208296053	7.8703647195834	6.78135971352466	6.98868468677217	5.39231742277876	7.04439411935845	6.91886323727459	8.00562454919388	7.4178525148859	6.79441586635011	8.84862294042934	8.13955135239879	8.59245703726808	8.2045711442492	9.4797802640291	7.56224242422107	7.85174904141606	7.13955135239879	8.57364718749332	8.11894107272351	9.05256805080415	8.65105169117893	7.48381577726426	8.57364718749332	7.81378119121704	7.96000193206808	9.64024493622235	8.93073733756289	8.5274770060604	7.97727992349992	7.20945336562895	9.20945336562895	6.85798099512757	8.54689445988764	6.28540221886225	8.83289001416474	6.96578428466209	5.52356195605701	9.04712391211403	7.11894107272351	7.14974711950468	7.13955135239879	7.3037807481771	8.25266543245025	6.61470984411521	8.58120058192496	7.32192809488736
hsa-let-7c-5p|MIMAT0000064	14.805693497842	16.86092934501	15.5712489867808	16.7845198302076	11.7300455028792	14.9724413665635	16.806222340388	14.7980667203631	14.5554878578182	14.3691201856853	14.5228879855842	16.1206833848466	16.3417272901253	16.6256660409548	13.5027075141644	15.3950989585803	15.6732262485301	13.9931152996792	15.6826380342368	15.2795380382471	16.4024958267993	14.7876985439713	17.1225550376108	14.5341204667958	15.5608701619253	14.2931842307595	15.4980700704722	15.6006679214375	16.3191605113157	15.4423603924224	12.724087461794	16.7700831263798	14.8768046894854	16.7173818998816	14.9834390021704	14.6124077931387	16.7705219493514	15.9661899855933	11.3503867423128	15.5458091373666	14.7942635467553	15.0519735977666	15.5263769716641	14.2725568902973	15.729620743553	15.5112893853532	15.7381186552924	16.5964081709089	16.4525951773258	16.1388117496681	16.5248630535237	15.9846409698741	15.1995956689552	16.012253517424	15.5092801680879	14.2163669494496	14.9758479680068	15.3441918636564	15.959096342282	15.6010743389417	14.9207715335435	16.9637653538123	15.6213937143897	16.2930225329235	16.1146573945913	12.0115767031762	14.7787958332677	17.3426563386167	16.420503060824	15.8378003761657	16.9044582250473	16.7514525278967	16.2938308409328	16.1118488518405	17.3968221590404	13.3757182508395	15.6770864520013	14.4581502480576	15.8935859458523	15.4014128787142	15.4285237491346	14.9928498462685	12.8910241901495	15.6335345170925	16.5380524905031	14.9443917925799	16.8428413733498	15.7982945922735	14.7670981721862	15.8896940793821	15.7022268070635	16.7665289085989	16.3684723580637	16.6168933953965	15.9466550233899	14.4782008206351	15.3959022595541	12.9794251953315	13.7129568216975	15.7864483196055	15.6253093073158	14.7923836149352	17.0929841955885	15.4505024715069	14.9461295388137	16.2600741865668	16.9660998396897	15.6718174609578	15.5666784205985	15.8732037714948	16.8537603271745	15.646896169524	16.5388860985195	16.4854834329208	16.3827928714509	14.4166655999355	12.0279059965699	16.4548615317692	16.2159500348557	14.4624383672556	12.2342186782385	15.4278038740709	15.4961359953569	14.0202855008446	15.9349117452328	14.8005460565981
hsa-let-7d-5p|MIMAT0000065	11.3949985145017	10.8978454560055	12.1039434298916	11.2008986050384	12.0361736125535	11.6582114827518	9.48381577726426	11.0292872269682	11.1254134704833	11.6613327527952	11.7968507952672	10.8872206154684	11.2221911384563	11.2276159434142	10.3094763538411	11.0552824355012	11.8772841335232	11.01471792986	11.0320457269308	10.8177831217745	11.6059424396254	11.298062567719	11.604553229079	11.5608104687279	10.9765641234153	10.5068034377956	11.0320457269308	10.0674343607565	11.3003525603282	11.6197614632984	12.2233984147116	11.582612451267	10.7615512324445	10.9665054519057	10.8665062122262	10.9829935746943	11.3185428097027	11.1861142395416	11.1743015444676	11.3586512008929	11.1006623390052	10.120237877342	10.7047682393626	12.0077281146323	10.9490971557292	10.7013064619586	11.0552824355012	10.5216004397237	11.5584207132687	11.0014081943928	10.6812384117778	11.7498694273968	11.6275338844728	11.2508905357233	10.8548683832602	10.9693865213423	10.791162888555	11.0457596613827	11.5161924778794	10.8788172846142	11.680799034573	12.590587049915	12.3114645154484	11.7948219733312	11.1529185761366	11.5127404628035	10.7159619902551	10.6865005271832	10.18982455888	10.0953970227926	10.8313072438021	11.6829945836817	10.0237543532994	10.9166259222112	11.3766680618577	10.2502984179063	11.1059085085712	10.5660540381711	11.4691330198296	11.8849336479498	11.4853261892405	11.8466656818997	10.1560830762887	9.03066713624694	12.1674181458317	11.8427431807317	12.5471355318309	11.753216749179	11.004922678569	11.0633950812885	11.2209828510818	10.7151040092362	11.6388883822523	11.4439795426013	11.3728650601126	10.61194694182	10.5166849493096	11.2131042196419	11.3179778224071	10.0768155970508	10.5274770060604	10.6943578872215	11.8603110549195	10.8415643477306	11.1039434298916	10.8895039634115	11.8133803869247	10.6759570329417	12.1996723448364	11.9121408562957	10.9541963103869	12.0664256006356	10.9121408562957	11.7456743240021	10.951284714967	11.3955341354623	10.6653359171852	10.9031286768123	11.6050164479114	10.6293566200796	11.311748315005	11.8661197933031	10.5555477716471	10.6995724532873	10.4439795426013	10.6501542136751
hsa-let-7d-3p|MIMAT0004484	12.4599438483749	12.429406741514	12.9246269599053	12.1389117181427	13.3159986226286	12.3445733225962	10.6741922681457	12.2170489135563	11.5347892114803	11.6238814900135	12.2538474849874	12.0285967770671	12.4524986576928	10.8281364841941	11.4225904338926	11.1137421660492	13.0877943047879	11.9971794809376	11.7594721212028	11.9240701855853	12.4578938373147	12.0334230015375	12.4346282276367	12.4512111118323	12.1639640914123	11.8730595476615	11.4609677625704	11.8856963733394	11.2342186782385	12.0758133774615	12.892163309862	12.0950673016071	12.2419831496943	12.0864679934641	12.5596160858127	11.9019981856685	12.5767205250802	12.4359306517036	12.2854022188622	12.2167458581953	12.1052537797009	11.2342186782385	12.1551344548578	12.5030803517529	12.0426853722194	12.2185632361903	12.2694189297411	12.4096561130599	11.9534689622288	12.5308939811939	11.9087678828492	12.5634346357102	12.2620948453702	12.2378074737231	12.0681064758588	10.8579809951276	11.680799034573	12.4403501192006	12.8458820343841	12.3286749273279	12.1743015444676	13.427312844135	14.2875681028314	11.9840623696864	11.668441828053	12.4460494067166	12.4963544885646	12.0272148851598	11.4731983836775	11.3037807481771	11.333714426094	12.5507467853832	11.3944626946103	12.4309751725881	12.4501802471648	11.9147588389419	12.2917462808339	11.5947911180893	12.794009645021	12.7092992527122	13.0940776856719	12.782588759495	11.1554507313121	9.69348695749932	12.6593269974141	11.7304701371842	13.2836671674915	12.780539767472	11.1567151442247	12.256503567433	11.5565060546719	12.4810425749338	12.3553510964248	12.6375305515253	11.9765641234153	11.5608104687279	11.0600203545079	12.0613711926598	12.1746136472359	11.3376219019925	11.5608104687279	11.4152135987653	13.1524433018642	11.6307221621038	12.0491678723722	12.4304525516655	12.6038581218428	11.5033288566267	12.6726463261246	12.4820516290339	11.9296282830246	12.9610878899973	12.141787841671	12.9520131648895	12.2279167242015	12.1334633465234	11.5264992391366	12.2161395564251	12.1996723448364	11.7944158663501	11.3917806060132	12.6991386252759	11.4204866128258	11.4361909954814	11.6040898614692	11.4609677625704
hsa-let-7e-5p|MIMAT0000066	13.0724676082419	13.986997479749	12.195679785496	13.7198166030181	13.7811547706959	12.9571020415623	9.63299519714296	12.4125698468052	12.5665297826242	12.5634346357102	14.1400308920545	13.6865005271832	13.1617617433047	14.0444795036121	10.1163439612375	13.2979193224187	13.612177385881	11.1674181458317	13.1785092456522	12.2926092227643	14.0464419480073	12.1916761463524	14.734074491428	12.194449079479	12.9563761572497	11.9406806484241	11.6197614632984	12.1848753429083	12.399277924509	12.9068905956085	14.081733075304	14.1612893738464	12.0402897210257	15.0083848503192	12.1667907507182	12.0375469539622	14.5541691236854	13.2944771614279	11.0940776856719	12.8388099857086	12.602698865018	13.211279947482	12.9957671508778	12.3000665099573	12.9799610152228	12.3261485612056	13.5730554097087	12.9845964704049	12.8207773014191	13.5661729889929	13.7076826667578	13.5502658068687	12.8075561768589	13.5491830185622	12.5651020783603	11.3286749273279	12.2264121927888	12.1560830762887	13.5132341138061	13.2264121927888	12.4923539451599	14.9846409698741	14.4282947369387	13.2936153364077	14.2681033356109	11.6895612542855	11.7262181593322	14.63106334575	13.5979361490957	13.1905963424756	14.5068654079011	13.7249401184624	14.2279919096011	13.085970312194	14.9749522735341	12.7344979416926	12.4754801265955	12.4421659722293	13.6244527865167	13.2519261574964	13.4063378930937	13.1161814864312	13.6052480015658	12.127671967039	14.4083960883514	12.4981012439949	13.9365459274562	13.2907388624393	11.942880997159	12.7191748823281	12.8193807908646	13.9157860337456	13.4554556596584	13.7374586185705	12.9401300364814	11.4346282276367	12.678820179524	13.5649830392051	12.3094763538411	13.539764654581	13.6724253419715	13.4518550283978	14.5677184578508	12.8002932582234	11.6781599575428	13.1979845333756	14.2183361891014	13.064405961891	13.2457012462858	13.1771080417037	14.6522848118453	13.2713171169014	14.2124963851939	13.6223950594852	14.0241873739951	11.2877123795494	11.8431359111114	12.8855057297923	12.4236411950759	12.6958807502576	11.8161836814323	12.3300765547975	11.9095181142966	11.7936033092794	13.0209799389042	12.4524986576928
hsa-let-7e-3p|MIMAT0004485	4.24792751344359	6.71424551766612	4.58496250072116	6.08746284125034	7.36632221424582	5.64385618977472	2.32192809488736	4.52356195605701	3.8073549220576	5.20945336562895	5.24792751344359	6.20945336562895	7.25738784269265	4.32192809488736	2.8073549220576	5.16992500144231	5.85798099512757	4.52356195605701	5.52356195605701	5.49185309632967	5.58496250072116	4.75488750216347	6.64385618977472	4.32192809488736	5.28540221886225	4.64385618977472	2.58496250072116	5.24792751344359	4.58496250072116	5.39231742277876	7.29462074889163	6.35755200461808	4.70043971814109	7.90689059560852	3	5.24792751344359	7.16992500144231	6.44294349584873	3.8073549220576	6.14974711950468	5.20945336562895	5.16992500144231	5.28540221886225	4.90689059560852	6.28540221886225	4.85798099512757	6.10852445677817	5.97727992349992	4.16992500144231	5.39231742277876	5.58496250072116	5.61470984411521	4.52356195605701	4.8073549220576	5.4594316186373	4	5.04439411935845	3.90689059560852	6.78135971352466	4.32192809488736	5.83289001416474	7.05528243550119	7.68650052718322	5.55458885167764	5.90689059560852	3.58496250072116	5.52356195605701	6.55458885167764	6.56985560833095	5.90689059560852	6.68650052718322	6.58496250072116	6.14974711950468	6.20945336562895	6.52356195605701	4.90689059560852	5.70043971814109	4.08746284125034	7.23840473932508	5.88264304936184	5.70043971814109	6.16992500144231	5.64385618977472	4.58496250072116	5.95419631038687	4.4594316186373	5.12928301694497	5.58496250072116	4	5.6724253419715	5.8073549220576	7.12928301694497	5.70043971814109	7.03342300153745	6.04439411935845	4.58496250072116	4.39231742277876	7	6.10852445677817	6.84549005094437	7.61470984411521	7	8.21431912080077	6.6724253419715	5.24792751344359	6.8703647195834	6.79441586635011	6.37503943134692	5	6.71424551766612	7.17990909001493	6.95419631038687	6.65821148275179	7.14974711950468	6.6724253419715	4.24792751344359	5.16992500144231	6.65821148275179	4.08746284125034	5.49185309632967	5.4594316186373	5.4594316186373	5.58496250072116	5.61470984411521	6.35755200461808	6.2667865406949
