miRseq MatureTCGA-OR-A5J1-01A-11R-A29W-13	TCGA-OR-A5J2-01A-11R-A29W-13	TCGA-OR-A5J3-01A-11R-A29W-13	TCGA-OR-A5J4-01A-11R-A29W-13	TCGA-OR-A5J5-01A-11R-A29W-13	TCGA-OR-A5J6-01A-31R-A29W-13	TCGA-OR-A5J7-01A-11R-A29W-13	TCGA-OR-A5J8-01A-11R-A29W-13	TCGA-OR-A5J9-01A-11R-A29W-13	TCGA-OR-A5JA-01A-11R-A29W-13	TCGA-OR-A5JB-01A-11R-A29W-13	TCGA-OR-A5JC-01A-11R-A29W-13	TCGA-OR-A5JD-01A-11R-A29W-13	TCGA-OR-A5JE-01A-11R-A29W-13	TCGA-OR-A5JF-01A-11R-A29W-13	TCGA-OR-A5JG-01A-11R-A29W-13	TCGA-OR-A5JI-01A-11R-A29W-13	TCGA-OR-A5JJ-01A-11R-A29W-13	TCGA-OR-A5JK-01A-11R-A29W-13	TCGA-OR-A5JL-01A-11R-A29W-13	TCGA-OR-A5JM-01A-11R-A29W-13	TCGA-OR-A5JO-01A-11R-A29W-13	TCGA-OR-A5JP-01A-11R-A29W-13	TCGA-OR-A5JQ-01A-11R-A29W-13	TCGA-OR-A5JR-01A-11R-A29W-13	TCGA-OR-A5JS-01A-11R-A29W-13	TCGA-OR-A5JT-01A-11R-A29W-13	TCGA-OR-A5JV-01A-11R-A29W-13	TCGA-OR-A5JW-01A-11R-A29W-13	TCGA-OR-A5JX-01A-11R-A29W-13	TCGA-OR-A5JY-01A-31R-A29W-13	TCGA-OR-A5JZ-01A-11R-A29W-13	TCGA-OR-A5K0-01A-11R-A29W-13	TCGA-OR-A5K1-01A-11R-A29W-13	TCGA-OR-A5K2-01A-11R-A29W-13	TCGA-OR-A5K3-01A-11R-A29W-13	TCGA-OR-A5K4-01A-11R-A29W-13	TCGA-OR-A5K5-01A-11R-A29W-13	TCGA-OR-A5K6-01A-11R-A29W-13	TCGA-OR-A5K8-01A-11R-A29W-13	TCGA-OR-A5K9-01A-11R-A29W-13	TCGA-OR-A5KO-01A-11R-A29W-13	TCGA-OR-A5KT-01A-11R-A29W-13	TCGA-OR-A5KU-01A-11R-A29W-13	TCGA-OR-A5KV-01A-11R-A29W-13	TCGA-OR-A5KW-01A-11R-A29W-13	TCGA-OR-A5KX-01A-11R-A29W-13	TCGA-OR-A5KY-01A-11R-A29W-13	TCGA-OR-A5KZ-01A-11R-A29W-13	TCGA-OR-A5L3-01A-11R-A29W-13	TCGA-OR-A5L4-01A-11R-A29W-13	TCGA-OR-A5L5-01A-11R-A29W-13	TCGA-OR-A5L6-01A-11R-A29W-13	TCGA-OR-A5L8-01A-11R-A29W-13	TCGA-OR-A5L9-01A-11R-A29W-13	TCGA-OR-A5LA-01A-11R-A29W-13	TCGA-OR-A5LB-01A-11R-A29W-13	TCGA-OR-A5LC-01A-11R-A29W-13	TCGA-OR-A5LD-01A-11R-A29W-13	TCGA-OR-A5LE-01A-11R-A29W-13	TCGA-OR-A5LG-01A-11R-A29W-13	TCGA-OR-A5LH-01A-11R-A29W-13	TCGA-OR-A5LJ-01A-11R-A29W-13	TCGA-OR-A5LK-01A-11R-A29W-13	TCGA-OR-A5LL-01A-11R-A29W-13	TCGA-OR-A5LM-01A-11R-A29W-13	TCGA-OR-A5LN-01A-11R-A29W-13	TCGA-OR-A5LO-01A-11R-A29W-13	TCGA-OR-A5LP-01A-11R-A29W-13	TCGA-OR-A5LR-01A-11R-A29W-13	TCGA-OR-A5LS-01A-11R-A29W-13	TCGA-OR-A5LT-01A-11R-A29W-13	TCGA-OU-A5PI-01A-12R-A29W-13	TCGA-P6-A5OF-01A-11R-A29W-13	TCGA-P6-A5OG-01A-22R-A29W-13	TCGA-PA-A5YG-01A-11R-A29W-13	TCGA-PK-A5H8-01A-11R-A29W-13	TCGA-PK-A5H9-01A-11R-A29W-13	TCGA-PK-A5HA-01A-11R-A29W-13	TCGA-PK-A5HB-01A-11R-A29W-13
hsa-let-7a-5p|MIMAT0000062	18.2167648010205	17.4719688669235	17.1322888526093	18.0816394664121	18.1074112148812	17.1182415301342	17.14896309194	16.4908352115336	18.1984977986175	16.3515604229315	17.3389017399274	17.697829572242	16.1690637610591	18.0829390465837	17.3444779673165	16.6281179801934	17.1144438931913	18.1398011325258	17.2638835208915	16.3389800604802	18.6112878126582	17.9349520466305	17.7082958354902	17.6424889266722	16.9388444574662	17.8290351607688	17.6214867257119	16.2635993155554	18.6950855267994	17.4498176587343	15.8579324121759	18.0417072720373	17.8141568441396	17.3734684368655	18.5917451208008	17.0344121061575	18.7125874517925	16.7461600069874	15.5273853685566	17.5607507730606	17.7356089076578	18.3395934244199	17.9997192970076	16.2954460995911	17.2032332803014	17.8168086738786	17.9180130001984	17.8194930604253	17.6077854191808	16.5538242557459	17.3578268822108	17.3828350795824	17.8964861456812	19.0685631254183	18.2301142799057	17.7174823122678	17.2597708434965	16.7219002261179	17.2334137125482	18.8681895491996	18.2534828142727	17.9092778482522	16.6172378647461	18.174247895004	17.851077989243	15.4999392905928	18.0082480550357	17.8353596218082	15.9589831035795	17.5073455859854	17.3592605504116	17.2629481826216	17.5621306038658	16.7850053882122	16.2838660813434	16.8408762500589	16.5083983203976	19.2613144717485	18.2078150865848	17.4764218774832
hsa-let-7a-3p|MIMAT0004481	8.56605403817109	9.35314682549808	6.82017896241519	8.21916852046216	8.08746284125034	7.34872815423108	7.03342300153745	8.0389189892923	7.54689445988764	8.34429590791582	8.58496250072116	7.45121111183233	5.61470984411521	8.22881869049588	7.32192809488736	7.21916852046216	6.59991284218713	7.4757334309664	8.2807707701306	7.12928301694497	8.76155123244448	8.49185309632967	8.06069593168755	6.84549005094437	7.76818432477693	7.40087943628218	6.84549005094437	7.76818432477693	7.27612440527424	6.85798099512757	5.93073733756289	7.54689445988764	8.91587937883577	7.33091687811462	8.82336724004623	6.56985560833095	8.39231742277876	7.03342300153745	7.8703647195834	7.35755200461808	7.12928301694497	7.85798099512757	7.79441586635011	7.57742882803575	6.78135971352466	7.2667865406949	8.81378119121704	8.70390357344466	8.01680828768655	6.16992500144231	6.90689059560852	7.37503943134692	7.19967234483636	7.97154355395077	8.10328780841202	7.8703647195834	6.82017896241519	7.56224242422107	8.64385618977473	8.69348695749932	8.5352753766208	7.09803208296053	6.18982455888002	8.46352437327118	7.4093909361377	5.24792751344359	8.11374216604919	7.64385618977472	6.12928301694497	8.66177809777199	7.48381577726426	6.97727992349992	7.98299357469431	6.4262647547021	6.59991284218713	7.27612440527424	6.06608919045777	9.08214904135387	8.64745842645492	6.88264304936184
hsa-let-7a-2-3p|MIMAT0010195	3	6.70043971814109	3.4594316186373	2.58496250072116	NA	NA	NA	6.49185309632967	1.58496250072116	3.16992500144231	5.70043971814109	3.32192809488736	NA	1	3.70043971814109	1.58496250072116	4.4594316186373	3.70043971814109	4.08746284125034	2.58496250072116	6.2667865406949	2.58496250072116	3.90689059560852	4.75488750216347	5.24792751344359	2.8073549220576	0	1	2.58496250072116	4.85798099512757	0	1.58496250072116	1	2	3.32192809488736	0	1	2.58496250072116	3.70043971814109	3.4594316186373	0	3.58496250072116	2.58496250072116	4.08746284125034	1	2.32192809488736	0	4.90689059560852	0	1.58496250072116	2.58496250072116	3.90689059560852	4.24792751344359	3.70043971814109	3.16992500144231	2.32192809488736	2.32192809488736	4.24792751344359	2.32192809488736	4.75488750216347	3.32192809488736	NA	2	2.58496250072116	4.32192809488736	NA	1.58496250072116	3.58496250072116	3.16992500144231	2.58496250072116	0	NA	5.12928301694497	1.58496250072116	8.37503943134693	3	NA	2.32192809488736	2	1
hsa-let-7b-5p|MIMAT0000063	16.3894128751394	16.804509194936	15.730974228142	16.4640670698687	16.1561620999264	15.363826763294	15.1834415411944	14.6269067868615	15.9940440021669	15.6462774337034	16.0083410772396	14.8081094828452	13.8720976868079	15.9945523241198	14.697076158819	15.1012370688473	13.9836171346612	16.3560220413697	16.1850689906503	14.8909292228953	16.38759666228	16.0714414124881	15.3422830545819	15.2827988586835	14.8989319828808	15.8604808079985	15.6673333416052	14.3996784691529	16.2524436897379	14.5795516528066	11.8757493514201	16.1909242255219	16.055409547063	15.3080545590666	16.6471913817349	14.0197644528497	16.7110619600488	14.2488170592785	15.1820063130996	14.7615512324445	16.243787623273	16.0889538278179	16.7025244401153	15.0782342173864	14.9464494217844	15.8255302574443	16.3018355370754	15.8711111134496	15.5109804570777	14.4006793445076	14.386131937315	14.9138243904081	14.5989829710361	16.6902708525114	16.5822302063976	15.822819756023	15.4452412194561	15.4799696810898	15.1627453498721	16.8230686381532	16.7331345171086	15.2883614462888	13.9772799234999	15.8948177633079	15.8515538584298	13.3501104433479	15.2740869056344	16.1628043449463	13.8904542928318	15.5511074140668	15.1274704592461	14.6915799637579	15.4846026474859	15.3376219019925	14.3004240640598	14.6314612913849	14.1590040719246	16.6031771713356	16.003671625079	15.7320348968838
hsa-let-7b-3p|MIMAT0004482	7.08746284125034	7.90086680798075	6.79441586635011	7.36632221424582	6.22881869049588	5.75488750216347	6.53915881110803	5.32192809488736	6.33985000288462	7.05528243550119	6.33985000288462	5.35755200461808	5.32192809488736	6.64385618977472	6.58496250072116	6.98868468677217	5.64385618977472	6.74146698640115	7.70043971814109	5.24792751344359	6.4757334309664	6.28540221886225	6.10852445677817	6.44294349584873	5.78135971352466	6.4262647547021	4.24792751344359	6.04439411935845	7.24792751344359	4.95419631038687	4.16992500144231	5.75488750216347	7.68650052718322	5.90689059560852	6.95419631038687	5.93073733756289	6.58496250072116	3	6.95419631038687	6.37503943134692	6.37503943134692	6.16992500144231	7.04439411935845	7.05528243550119	3.16992500144231	6.55458885167764	6.83289001416474	7.48381577726426	6.12928301694497	5.78135971352466	6.24792751344359	5.7279204545632	5.39231742277876	6.96578428466209	6.88264304936184	5.58496250072116	6.28540221886225	6.20945336562895	6.18982455888002	7.06608919045777	7.15987133677839	4.90689059560852	5.70043971814109	6.10852445677817	6.71424551766612	3.58496250072116	6.65821148275179	6.20945336562895	6.24792751344359	6.18982455888002	7.44294349584873	6.33985000288462	7.17990909001493	5.35755200461808	5.32192809488736	6.04439411935845	4.64385618977472	7.59245703726808	6.84549005094437	5.4262647547021
hsa-let-7c-5p|MIMAT0000064	13.4282292982051	14.0304947197495	11.8792003179474	14.5650425600105	11.4257404243162	14.4169294432136	9.4093909361377	13.4981012439949	13.6582114827518	11.9571020415623	9.73640193131829	12.2152296257479	12.5452058274256	13.1834803113338	12.7970535206298	10.9483672315847	13.6316318059176	12.4589192069676	13.626393504174	12.7974588859151	10.5439984501345	14.8870301732477	12.9538326821453	14.3923174227788	13.9458095849008	11.7936033092794	14.5693809595223	10.667111542075	13.6255947012834	13.1535520317081	10.7780771295354	14.5984596550129	9.43671154213721	12.8885530075792	11.7569732261654	12.5660540381711	14.7069815832335	11.0416591516372	10.3608470841797	11.2485206049384	14.2551761374597	11.7607199474656	12.6631133084558	10.7253662578956	11.4257404243162	12.6664459388148	10.6339034093485	12.0084286220706	13.652732958169	12.233919208587	12.9821023069568	13.4649285803855	13.9556499075284	14.9041171304116	14.8870777861597	13.7530077689452	11.7026056021102	11.8853150610494	9.91288933622996	13.8496005748375	14.1209668180097	12.4046093978377	10.6008421143873	13.5565060546719	14.1020577145127	10.7142455176661	12.5800229677539	11.6447575925163	11.4655664048094	13.3604356105711	10.6147098441152	14.1037795524516	12.2827988586835	11.4429434958487	10.0794847838268	12.0707918094231	13.1379517347154	14.914852250515	9.81057163474115	10.8352609186275
hsa-let-7d-5p|MIMAT0000065	11.0450770519349	11.6934869574993	9.02236781302845	11.4782640315817	11.0960562391809	9.23601419190008	10.4008794362822	10.5868397879618	11.2934716488381	10.496853777388	10.8081597728684	10.3498340914572	8.88569637333939	11.360298426618	8.86108690599539	8.55842071326866	9.62205181945638	10.0056245491939	10.0279059965699	8.55842071326866	10.8273427042341	9.32867492732795	10.8376279331714	10.1421070573025	10.4252159032994	9.35974956032233	9.30606168942834	10.283088353024	9.06069593168755	10.515699838284	7.01122725542325	10.1674181458317	11.0182001788132	9.96434086779242	10.9665054519057	10.4429434958487	10.6348110501717	7.96000193206808	8.73470962022584	10.0953970227926	9.60177078840771	10.1382718001722	9.45121111183233	9.56414948998573	9.73640193131829	9.44708322620965	11.6234242898699	10.9151324489507	11.928148216169	8.85486838326024	10.0140204703149	9.43045255166553	10.2632692003727	10.0098286173681	11.0098286173681	9.32867492732795	9.60362634498619	9.69522829149575	12.4548133485125	12.0454183970308	10.6987046667703	8.62205181945638	8.89178370321831	10.2784494582205	9.69174351917128	8.66177809777199	10.3772105303886	10.894059846274	8.7515440590891	10.6147098441152	9.33539035469392	9.85486838326024	9.37721053038855	9.13185696060879	9.09011241966429	9.5077946401987	9.39446269461032	10.3782948559119	11.5531492755985	10.6257088430645
hsa-let-7d-3p|MIMAT0004484	12.8968999844199	13.2208317439813	10.5698556083309	13.1451360882818	12.4665863377192	11.5003439692704	12.6089478145655	12.6465587101545	12.4173251176799	12.2018176166679	12.512987309419	11.2644426002266	10.2467405984931	12.8478403556307	10.9046346216682	11.189206834597	11.0272148851598	11.4873376152072	11.2045711442492	10.6174674652942	12.656871725614	10.9693865213423	12.7460943837055	11.7351328841399	12.0389189892923	10.3365065598103	11.1189410727235	12.4046093978377	10.3912435894274	11.9943534368589	7.94836723158468	12.6031626795344	12.302924464618	11.595257481449	12.7774608126698	12.1870427143399	12.8374308302213	8.91288933622996	10.6908710092923	11.9158793788358	10.9922302649659	11.8509681509824	11.8925428166486	10.6339034093485	10.9061389961954	11.2491134527137	12.5605716712366	12.8388099857086	11.9465408038931	9.81217730551445	11.7372473430277	10.9366379390026	11.4913520735634	11.6147098441152	12.0375469539622	10.9549232920303	10.5971214287896	11.3880172853451	13.1500645790815	12.8751733869274	11.9893944998447	9.69522829149575	10.2479275134436	11.8336807486547	10.4563544151083	9.83289001416474	11.9162526988122	11.6302671250268	11.0478055540076	12.5191447879974	11.118292233027	11.6479080742818	11.7155330635266	10.4367115421372	10.3847837500934	11.7163907894977	10.0292872269682	11.9754897569458	13.1085244567782	12.3947306294316
hsa-let-7e-5p|MIMAT0000066	13.8802531355514	13.7392532125673	13.9804073798317	14.1160189933251	14.0901124196643	14.4897225468659	13.59886669499	13.927315010809	16.1287394887056	12.7603041252864	13.6191883056726	16.2324209271761	13.8752693969791	14.8900267220584	14.3143000018975	12.5493033685136	15.6247954558602	13.9335062496294	13.7154258119159	13.6028148326271	15.0411457674763	14.0003521774803	15.2144709115359	15.2577561308117	14.99977984541	13.7953294463538	14.7658558528176	14.0298048476307	15.2337320084828	15.4906002130196	13.8922581959182	15.0876285825385	13.6156296369681	13.9998238790157	15.3974740961648	15.6436025687455	15.7177299662771	14.9002064276987	11.0450770519349	14.7495028424525	14.1153688378202	15.0065014075694	13.7977628351506	13.627419886998	13.9053870050181	15.9605676371567	14.7494504655699	14.9638443595216	14.3121739096904	13.2300204357056	15.3414493275907	14.415477707698	15.2358272634554	15.7724692284794	16.3589773636326	14.5029560832623	13.4831859719367	13.7277077774727	14.7694246415528	15.4863008239007	14.739569674026	14.3927199043104	13.4863322527687	15.1344263202209	14.0423433797937	14.0090412871865	15.2984922183027	15.067644430364	13.9694764621198	14.6855153414119	13.9646116184812	15.3904712777112	14.7534779319088	13.843921051289	12.1389117181427	14.6166062747633	15.0815666552968	15.9457181564626	15.2533304561691	13.7780771295354
hsa-let-7e-3p|MIMAT0004485	6.33985000288462	8.57742882803575	5.85798099512757	6.75488750216347	6.61470984411521	6.18982455888002	5.78135971352466	7.45121111183233	7.70735913208088	7.91288933622996	6.32192809488736	7.28540221886225	4.70043971814109	6.55458885167764	6.49185309632967	5.32192809488736	7.02236781302845	5	6.70043971814109	6.02236781302845	5.52356195605701	6.94251450533924	7.28540221886225	6.89481776330794	8.2336196767597	3.8073549220576	5.8073549220576	7.43462822763672	6.06608919045777	7.62205181945638	5.4262647547021	6.89481776330794	5.4594316186373	6.06608919045777	7.01122725542325	6.85798099512757	7.77478705960117	6.33985000288462	5.35755200461808	6.59991284218713	6.20945336562895	6.6724253419715	6.14974711950468	6.16992500144231	4.16992500144231	7.467605550083	7.82654848729092	8.10852445677817	6.8073549220576	5.70043971814109	6.76818432477693	6.61470984411521	6.78135971352466	6.61470984411521	8.85486838326024	6.8703647195834	4.64385618977472	6.35755200461808	7.88264304936184	7.28540221886225	7.24792751344359	5.49185309632967	4.70043971814109	8.02236781302845	5.35755200461808	4.70043971814109	7.35755200461808	6.93073733756289	6.37503943134692	8.16490692667569	6.12928301694497	7.2667865406949	7.38370429247405	5.35755200461808	5.39231742277876	6.8703647195834	6.84549005094437	7.12928301694497	7.65821148275179	6.18982455888002
